compkey,unitdesc,onstreet,cluster,cluster_label,street_id,n_neighbors,n_same_cluster,same_cluster_ratio
10203,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,ELLIOTT AVE,0.0,Night/weekend intensive streets,119,2.0,1.0,0.5
10204,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,ELLIOTT AVE,2.0,Consistently high occupancy streets,120,5.0,1.0,0.2
10205,ELLIOTT AVE BETWEEN WALL ST AND VINE ST,ELLIOTT AVE,0.0,Night/weekend intensive streets,121,6.0,4.0,0.6666666666666666
10206,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,ELLIOTT AVE,0.0,Night/weekend intensive streets,122,5.0,4.0,0.8
10207,ELLIOTT AVE BETWEEN CEDAR ST AND CLAY ST,ELLIOTT AVE,2.0,Consistently high occupancy streets,123,4.0,1.0,0.25
10208,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,ELLIOTT AVE,2.0,Consistently high occupancy streets,124,2.0,1.0,0.5
9661,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,CHERRY ST,1.0,Consistently low occupancy streets,125,1.0,1.0,1.0
9662,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,CHERRY ST,1.0,Consistently low occupancy streets,126,1.0,1.0,1.0
9665,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,CHERRY ST,1.0,Consistently low occupancy streets,127,5.0,5.0,1.0
9666,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,CHERRY ST,1.0,Consistently low occupancy streets,128,5.0,5.0,1.0
9667,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,CHERRY ST,1.0,Consistently low occupancy streets,129,5.0,5.0,1.0
9669,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,CHERRY ST,1.0,Consistently low occupancy streets,130,3.0,3.0,1.0
9683,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,CLAY ST,0.0,Night/weekend intensive streets,131,6.0,6.0,1.0
9684,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,CLAY ST,0.0,Night/weekend intensive streets,132,6.0,6.0,1.0
9685,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,CLAY ST,0.0,Night/weekend intensive streets,133,6.0,6.0,1.0
9686,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,CLAY ST,0.0,Night/weekend intensive streets,134,3.0,3.0,1.0
11871,MINOR AVE BETWEEN MARION ST AND MADISON ST,MINOR AVE,0.0,Night/weekend intensive streets,135,1.0,0.0,0.0
11872,MINOR AVE BETWEEN MADISON ST AND SPRING ST,MINOR AVE,1.0,Consistently low occupancy streets,136,4.0,3.0,0.75
11873,MINOR AVE BETWEEN SPRING ST AND SENECA ST,MINOR AVE,1.0,Consistently low occupancy streets,137,6.0,6.0,1.0
11875,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,MINOR AVE,1.0,Consistently low occupancy streets,138,4.0,4.0,1.0
9730,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,COLUMBIA ST,0.0,Night/weekend intensive streets,139,2.0,1.0,0.5
9732,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,COLUMBIA ST,0.0,Night/weekend intensive streets,140,2.0,0.0,0.0
9733,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,COLUMBIA ST,1.0,Consistently low occupancy streets,141,4.0,3.0,0.75
9734,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,COLUMBIA ST,1.0,Consistently low occupancy streets,142,6.0,5.0,0.8333333333333334
9735,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,COLUMBIA ST,1.0,Consistently low occupancy streets,143,5.0,5.0,1.0
9736,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,COLUMBIA ST,1.0,Consistently low occupancy streets,144,2.0,2.0,1.0
13879,E CHERRY ST BETWEEN BROADWAY AND DEAD END,E CHERRY ST,0.0,Night/weekend intensive streets,145,1.0,0.0,0.0
13095,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,TERRACE ST,0.0,Night/weekend intensive streets,146,3.0,2.0,0.6666666666666666
13096,TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,TERRACE ST,1.0,Consistently low occupancy streets,147,3.0,3.0,1.0
13097,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,TERRACE ST,1.0,Consistently low occupancy streets,148,3.0,3.0,1.0
12769,SENECA ST BETWEEN WESTERN AVE AND POST AVE,SENECA ST,2.0,Consistently high occupancy streets,149,3.0,3.0,1.0
12772,SENECA ST BETWEEN 2ND AVE AND 3RD AVE,SENECA ST,2.0,Consistently high occupancy streets,150,4.0,2.0,0.5
12773,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,SENECA ST,2.0,Consistently high occupancy streets,151,2.0,1.0,0.5
12775,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,SENECA ST,1.0,Consistently low occupancy streets,152,0.0,0.0,
12778,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,SENECA ST,0.0,Night/weekend intensive streets,153,4.0,3.0,0.75
12779,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,SENECA ST,0.0,Night/weekend intensive streets,154,4.0,2.0,0.5
12780,SENECA ST BETWEEN TERRY AVE AND BOREN AVE,SENECA ST,1.0,Consistently low occupancy streets,155,2.0,1.0,0.5
12781,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,SENECA ST,1.0,Consistently low occupancy streets,156,4.0,4.0,1.0
12782,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,SENECA ST,1.0,Consistently low occupancy streets,157,6.0,6.0,1.0
12783,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,SENECA ST,1.0,Consistently low occupancy streets,158,6.0,5.0,0.8333333333333334
12857,SPRING ST BETWEEN ALASKAN WAY AND WESTERN AVE,SPRING ST,2.0,Consistently high occupancy streets,159,4.0,4.0,1.0
12866,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,SPRING ST,1.0,Consistently low occupancy streets,160,4.0,3.0,0.75
12867,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,SPRING ST,1.0,Consistently low occupancy streets,161,5.0,3.0,0.6
12869,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,SPRING ST,1.0,Consistently low occupancy streets,162,2.0,2.0,1.0
12870,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,SPRING ST,1.0,Consistently low occupancy streets,163,4.0,4.0,1.0
12871,SPRING ST BETWEEN MINOR AVE AND SUMMIT AVE,SPRING ST,1.0,Consistently low occupancy streets,164,6.0,6.0,1.0
12873,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SPRING ST,1.0,Consistently low occupancy streets,165,5.0,3.0,0.6
12895,STEWART ST BETWEEN PIKE PL AND POST AL,STEWART ST,0.0,Night/weekend intensive streets,166,1.0,0.0,0.0
12896,STEWART ST BETWEEN POST AL AND 1ST AVE,STEWART ST,2.0,Consistently high occupancy streets,167,4.0,2.0,0.5
12897,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,STEWART ST,0.0,Night/weekend intensive streets,168,6.0,2.0,0.3333333333333333
12898,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,STEWART ST,2.0,Consistently high occupancy streets,169,4.0,0.0,0.0
12900,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,STEWART ST,0.0,Night/weekend intensive streets,170,2.0,1.0,0.5
12981,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,SUMMIT AVE,1.0,Consistently low occupancy streets,171,3.0,3.0,1.0
12982,SUMMIT AVE BETWEEN SPRING ST AND SENECA ST,SUMMIT AVE,1.0,Consistently low occupancy streets,172,6.0,6.0,1.0
12984,SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,SUMMIT AVE,0.0,Night/weekend intensive streets,173,3.0,0.0,0.0
13072,TAYLOR AVE BETWEEN 5TH AVE AND DENNY WAY,TAYLOR AVE,0.0,Night/weekend intensive streets,174,1.0,1.0,1.0
13101,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,TERRY AVE,1.0,Consistently low occupancy streets,175,5.0,5.0,1.0
13102,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,TERRY AVE,1.0,Consistently low occupancy streets,176,5.0,5.0,1.0
13105,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,TERRY AVE,1.0,Consistently low occupancy streets,177,5.0,5.0,1.0
13107,TERRY AVE BETWEEN MARION ST AND MADISON ST,TERRY AVE,1.0,Consistently low occupancy streets,178,3.0,2.0,0.6666666666666666
13108,TERRY AVE BETWEEN MADISON ST AND SPRING ST,TERRY AVE,1.0,Consistently low occupancy streets,179,2.0,2.0,1.0
13110,TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,TERRY AVE,0.0,Night/weekend intensive streets,180,3.0,1.0,0.3333333333333333
12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,OLIVE WAY,0.0,Night/weekend intensive streets,181,2.0,0.0,0.0
12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,OLIVE WAY,2.0,Consistently high occupancy streets,182,2.0,0.0,0.0
12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,OLIVE WAY,0.0,Night/weekend intensive streets,183,2.0,1.0,0.5
12045,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,OLIVE WAY,0.0,Night/weekend intensive streets,184,2.0,2.0,1.0
13177,UNION ST BETWEEN WESTERN AVE AND POST AL,UNION ST,0.0,Night/weekend intensive streets,185,2.0,2.0,1.0
13182,UNION ST BETWEEN 4TH AVE AND 5TH AVE,UNION ST,2.0,Consistently high occupancy streets,186,3.0,2.0,0.6666666666666666
13183,UNION ST BETWEEN 5TH AVE AND 6TH AVE,UNION ST,2.0,Consistently high occupancy streets,187,4.0,1.0,0.25
13184,UNION ST BETWEEN 6TH AVE AND 7TH AVE,UNION ST,0.0,Night/weekend intensive streets,188,3.0,2.0,0.6666666666666666
13186,UNION ST BETWEEN TERRY AVE AND BOREN AVE,UNION ST,1.0,Consistently low occupancy streets,189,2.0,1.0,0.5
13187,UNION ST BETWEEN BOREN AVE AND MINOR AVE,UNION ST,1.0,Consistently low occupancy streets,190,2.0,2.0,1.0
13200,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,UNIVERSITY ST,2.0,Consistently high occupancy streets,191,4.0,3.0,0.75
13202,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,UNIVERSITY ST,0.0,Night/weekend intensive streets,192,3.0,1.0,0.3333333333333333
13203,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,UNIVERSITY ST,2.0,Consistently high occupancy streets,193,3.0,0.0,0.0
13204,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,UNIVERSITY ST,0.0,Night/weekend intensive streets,194,2.0,1.0,0.5
13207,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,UNIVERSITY ST,0.0,Night/weekend intensive streets,195,3.0,2.0,0.6666666666666666
13209,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,UNIVERSITY ST,1.0,Consistently low occupancy streets,196,4.0,4.0,1.0
13210,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,UNIVERSITY ST,1.0,Consistently low occupancy streets,197,6.0,5.0,0.8333333333333334
13211,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,UNIVERSITY ST,1.0,Consistently low occupancy streets,198,4.0,3.0,0.75
12211,PINE ST BETWEEN PIKE PL AND POST AL,PINE ST,2.0,Consistently high occupancy streets,199,1.0,0.0,0.0
12212,PINE ST BETWEEN POST AL AND 1ST AVE,PINE ST,1.0,Consistently low occupancy streets,200,3.0,0.0,0.0
13299,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,VINE ST,0.0,Night/weekend intensive streets,201,5.0,3.0,0.6
13300,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,VINE ST,0.0,Night/weekend intensive streets,202,6.0,5.0,0.8333333333333334
13301,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,VINE ST,0.0,Night/weekend intensive streets,203,6.0,4.0,0.6666666666666666
13302,VINE ST BETWEEN 1ST AVE AND 2ND AVE,VINE ST,2.0,Consistently high occupancy streets,204,6.0,1.0,0.16666666666666666
13304,VINE ST BETWEEN 3RD AVE AND 4TH AVE,VINE ST,2.0,Consistently high occupancy streets,205,5.0,1.0,0.2
13305,VINE ST BETWEEN 4TH AVE AND 5TH AVE,VINE ST,0.0,Night/weekend intensive streets,206,5.0,2.0,0.4
13306,VINE ST BETWEEN 5TH AVE AND DENNY WAY,VINE ST,1.0,Consistently low occupancy streets,207,2.0,0.0,0.0
13308,VIRGINIA ST BETWEEN PIKE PL AND POST AL,VIRGINIA ST,2.0,Consistently high occupancy streets,208,1.0,0.0,0.0
13310,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,VIRGINIA ST,2.0,Consistently high occupancy streets,209,6.0,2.0,0.3333333333333333
13311,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,VIRGINIA ST,0.0,Night/weekend intensive streets,210,4.0,2.0,0.5
13313,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,VIRGINIA ST,0.0,Night/weekend intensive streets,211,6.0,3.0,0.5
13314,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,VIRGINIA ST,0.0,Night/weekend intensive streets,212,3.0,3.0,1.0
13352,WALL ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,WALL ST,2.0,Consistently high occupancy streets,213,5.0,2.0,0.4
13354,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,WALL ST,0.0,Night/weekend intensive streets,214,6.0,3.0,0.5
13355,WALL ST BETWEEN 1ST AVE AND 2ND AVE,WALL ST,2.0,Consistently high occupancy streets,215,6.0,3.0,0.5
13357,WALL ST BETWEEN 3RD AVE AND 4TH AVE,WALL ST,0.0,Night/weekend intensive streets,216,6.0,1.0,0.16666666666666666
13358,WALL ST BETWEEN 4TH AVE AND 5TH AVE,WALL ST,2.0,Consistently high occupancy streets,217,4.0,2.0,0.5
13462,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,WARREN PL,0.0,Night/weekend intensive streets,218,1.0,1.0,1.0
13497,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,WESTERN AVE,2.0,Consistently high occupancy streets,219,2.0,2.0,1.0
13498,WESTERN AVE BETWEEN MARION ST AND MADISON ST,WESTERN AVE,2.0,Consistently high occupancy streets,220,4.0,4.0,1.0
13499,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,WESTERN AVE,2.0,Consistently high occupancy streets,221,4.0,4.0,1.0
13500,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,WESTERN AVE,2.0,Consistently high occupancy streets,222,5.0,5.0,1.0
13501,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,WESTERN AVE,2.0,Consistently high occupancy streets,223,5.0,3.0,0.6
13502,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,WESTERN AVE,0.0,Night/weekend intensive streets,224,4.0,3.0,0.75
13503,WESTERN AVE BETWEEN UNION ST AND PIKE ST,WESTERN AVE,0.0,Night/weekend intensive streets,225,3.0,2.0,0.6666666666666666
13504,WESTERN AVE BETWEEN PIKE ST AND PINE ST,WESTERN AVE,2.0,Consistently high occupancy streets,226,2.0,1.0,0.5
13505,WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,WESTERN AVE,2.0,Consistently high occupancy streets,227,2.0,2.0,1.0
13506,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,WESTERN AVE,2.0,Consistently high occupancy streets,228,4.0,4.0,1.0
13509,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,WESTERN AVE,0.0,Night/weekend intensive streets,229,2.0,1.0,0.5
13510,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,WESTERN AVE,2.0,Consistently high occupancy streets,230,5.0,0.0,0.0
13512,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,WESTERN AVE,2.0,Consistently high occupancy streets,231,6.0,0.0,0.0
13513,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,WESTERN AVE,0.0,Night/weekend intensive streets,232,6.0,5.0,0.8333333333333334
13514,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,WESTERN AVE,0.0,Night/weekend intensive streets,233,5.0,4.0,0.8
13516,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,WESTERN AVE,0.0,Night/weekend intensive streets,234,4.0,2.0,0.5
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,2.0,Consistently high occupancy streets,235,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,0.0,Night/weekend intensive streets,236,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,0.0,Night/weekend intensive streets,237,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,0.0,Night/weekend intensive streets,238,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,0.0,Night/weekend intensive streets,239,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,1.0,Consistently low occupancy streets,240,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,2.0,Consistently high occupancy streets,241,0.0,0.0,
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,0.0,Night/weekend intensive streets,242,0.0,0.0,
1004,1ST AVE BETWEEN MADISON ST AND SPRING ST,1ST AVE,0.0,Night/weekend intensive streets,243,2.0,1.0,0.5
2753,2ND AVE BETWEEN MADISON ST AND SPRING ST,2ND AVE,0.0,Night/weekend intensive streets,244,3.0,1.0,0.3333333333333333
8778,ALDER ST BETWEEN DEAD END AND 9TH AVE,ALDER ST,1.0,Consistently low occupancy streets,245,2.0,2.0,1.0
9731,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,COLUMBIA ST,2.0,Consistently high occupancy streets,246,3.0,0.0,0.0
11366,LENORA ST BETWEEN WESTERN AVE AND 1ST AVE,LENORA ST,2.0,Consistently high occupancy streets,247,6.0,6.0,1.0
13356,WALL ST BETWEEN 2ND AVE AND 3RD AVE,WALL ST,2.0,Consistently high occupancy streets,248,6.0,3.0,0.5
13766,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,YESLER WAY,0.0,Night/weekend intensive streets,249,1.0,1.0,1.0
1006,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,1ST AVE,2.0,Consistently high occupancy streets,250,4.0,3.0,0.75
1021,1ST AVE BETWEEN BROAD ST AND EAGLE ST,1ST AVE,0.0,Night/weekend intensive streets,251,4.0,3.0,0.75
13201,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,UNIVERSITY ST,2.0,Consistently high occupancy streets,252,3.0,1.0,0.3333333333333333
11586,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,MADISON ST,0.0,Night/weekend intensive streets,253,3.0,2.0,0.6666666666666666
12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,2.0,Consistently high occupancy streets,254,1.0,0.0,0.0
12768,SENECA ST BETWEEN ALASKAN WAY AND WESTERN AVE,SENECA ST,2.0,Consistently high occupancy streets,255,4.0,4.0,1.0
13181,UNION ST BETWEEN 3RD AVE AND 4TH AVE,UNION ST,2.0,Consistently high occupancy streets,256,3.0,1.0,0.3333333333333333
13309,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,VIRGINIA ST,1.0,Consistently low occupancy streets,257,4.0,0.0,0.0
13515,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,WESTERN AVE,2.0,Consistently high occupancy streets,258,4.0,0.0,0.0
2760,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,2ND AVE,0.0,Night/weekend intensive streets,259,6.0,4.0,0.6666666666666666
13353,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,WALL ST,0.0,Night/weekend intensive streets,260,6.0,3.0,0.5
13511,WESTERN AVE BETWEEN WALL ST AND VINE ST,WESTERN AVE,0.0,Night/weekend intensive streets,261,6.0,4.0,0.6666666666666666
9201,BELL ST BETWEEN 4TH AVE AND 5TH AVE,BELL ST,1.0,Consistently low occupancy streets,262,3.0,0.0,0.0
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,2.0,Consistently high occupancy streets,263,0.0,0.0,
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,2.0,Consistently high occupancy streets,264,0.0,0.0,
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,2.0,Consistently high occupancy streets,265,0.0,0.0,
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,0.0,Night/weekend intensive streets,266,0.0,0.0,
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,0.0,Night/weekend intensive streets,267,0.0,0.0,
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,0.0,Night/weekend intensive streets,268,0.0,0.0,
