compkey,unitdesc,onstreet,blockface_name,weekday_day,weekday_night,weekend_day,weekend_night,combo_class
13180,UNION ST BETWEEN 2ND AVE AND 3RD AVE,UNION ST,UNION ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13181,UNION ST BETWEEN 3RD AVE AND 4TH AVE,UNION ST,UNION ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13182,UNION ST BETWEEN 4TH AVE AND 5TH AVE,UNION ST,UNION ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
13183,UNION ST BETWEEN 5TH AVE AND 6TH AVE,UNION ST,UNION ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Optimal,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Under-saturated
13184,UNION ST BETWEEN 6TH AVE AND 7TH AVE,UNION ST,UNION ST BETWEEN 6TH AVE AND 7TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13186,UNION ST BETWEEN TERRY AVE AND BOREN AVE,UNION ST,UNION ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13187,UNION ST BETWEEN BOREN AVE AND MINOR AVE,UNION ST,UNION ST BETWEEN BOREN AVE AND MINOR AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13199,UNIVERSITY ST BETWEEN ALASKAN WAY AND WESTERN AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN ALASKAN WAY AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13200,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Optimal,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Optimal
13201,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Optimal,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Optimal
13202,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13203,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13204,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
13207,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13208,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13209,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13210,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13211,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,UNIVERSITY ST,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13299,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,VINE ST,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13300,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,VINE ST,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13301,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,VINE ST,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13302,VINE ST BETWEEN 1ST AVE AND 2ND AVE,VINE ST,VINE ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13303,VINE ST BETWEEN 2ND AVE AND 3RD AVE,VINE ST,VINE ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13304,VINE ST BETWEEN 3RD AVE AND 4TH AVE,VINE ST,VINE ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13305,VINE ST BETWEEN 4TH AVE AND 5TH AVE,VINE ST,VINE ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13306,VINE ST BETWEEN 5TH AVE AND DENNY WAY,VINE ST,VINE ST BETWEEN 5TH AVE AND DENNY WAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13308,VIRGINIA ST BETWEEN PIKE PL AND POST AL,VIRGINIA ST,VIRGINIA ST BETWEEN PIKE PL AND POST AL,Over-saturated,Over-saturated,Over-saturated,Over-saturated,weekday_day Over-saturated | weekday_night Over-saturated | weekend_day Over-saturated | weenend_night: Over-saturated
13309,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,VIRGINIA ST,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13310,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,VIRGINIA ST,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13311,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,VIRGINIA ST,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13312,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,VIRGINIA ST,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13313,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,VIRGINIA ST,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13314,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,VIRGINIA ST,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13352,WALL ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,WALL ST,WALL ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13353,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,WALL ST,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13354,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,WALL ST,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13355,WALL ST BETWEEN 1ST AVE AND 2ND AVE,WALL ST,WALL ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Optimal,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Optimal
13356,WALL ST BETWEEN 2ND AVE AND 3RD AVE,WALL ST,WALL ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Over-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Over-saturated
13357,WALL ST BETWEEN 3RD AVE AND 4TH AVE,WALL ST,WALL ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Over-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Over-saturated
13358,WALL ST BETWEEN 4TH AVE AND 5TH AVE,WALL ST,WALL ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13462,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,WARREN PL,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13496,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,WESTERN AVE,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
13497,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,WESTERN AVE,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13498,WESTERN AVE BETWEEN MARION ST AND MADISON ST,WESTERN AVE,WESTERN AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Over-saturated,Over-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Over-saturated | weenend_night: Over-saturated
13499,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,WESTERN AVE,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
13500,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,WESTERN AVE,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13501,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,WESTERN AVE,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13502,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,WESTERN AVE,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13503,WESTERN AVE BETWEEN UNION ST AND PIKE ST,WESTERN AVE,WESTERN AVE BETWEEN UNION ST AND PIKE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13504,WESTERN AVE BETWEEN PIKE ST AND PINE ST,WESTERN AVE,WESTERN AVE BETWEEN PIKE ST AND PINE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13505,WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,WESTERN AVE,WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
13506,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,WESTERN AVE,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
13507,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,WESTERN AVE,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13508,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,WESTERN AVE,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13509,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,WESTERN AVE,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13510,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,WESTERN AVE,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13511,WESTERN AVE BETWEEN WALL ST AND VINE ST,WESTERN AVE,WESTERN AVE BETWEEN WALL ST AND VINE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13512,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,WESTERN AVE,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13513,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,WESTERN AVE,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13514,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,WESTERN AVE,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13515,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,WESTERN AVE,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13516,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,WESTERN AVE,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13517,WESTERN AVE BETWEEN BAY ST AND QUEEN ANNE AVE,WESTERN AVE,WESTERN AVE BETWEEN BAY ST AND QUEEN ANNE AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
13759,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,YESLER WAY,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,Optimal,,Optimal,,weekday_day Optimal | weekday_night nan | weekend_day Optimal | weenend_night: nan
13760,YESLER WAY BETWEEN POST AVE AND 1ST AVE,YESLER WAY,YESLER WAY BETWEEN POST AVE AND 1ST AVE,Optimal,,Optimal,,weekday_day Optimal | weekday_night nan | weekend_day Optimal | weenend_night: nan
13762,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,YESLER WAY,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
13763,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,YESLER WAY,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
13766,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,YESLER WAY,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13768,YESLER WAY BETWEEN 8TH AVE AND BROADWAY,YESLER WAY,YESLER WAY BETWEEN 8TH AVE AND BROADWAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
13879,E CHERRY ST BETWEEN BROADWAY AND DEAD END,E CHERRY ST,E CHERRY ST BETWEEN BROADWAY AND DEAD END,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
20481,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S JACKSON ST,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20593,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S KING ST,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Optimal,,Under-saturated,,weekday_day Optimal | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20594,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,S KING ST,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20596,S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,S KING ST,S KING ST BETWEEN OCCIDENTAL E AVE S AND 2ND AVE S,Optimal,,Under-saturated,,weekday_day Optimal | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20597,S KING ST BETWEEN 2ND AVE S AND 3RD AVE S,S KING ST,S KING ST BETWEEN 2ND AVE S AND 3RD AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20728,S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S MAIN ST,S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20729,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,S MAIN ST,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20730,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,S MAIN ST,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
20731,S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S,S MAIN ST,S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
21488,S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S WASHINGTON ST,S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
21489,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,S WASHINGTON ST,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
21490,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,S WASHINGTON ST,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
21493,S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,S WASHINGTON ST,S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
489857,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,9TH AVE,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
490101,MADISON ST OFF RP BETWEEN I5 NB COLLECTOR AND 7TH AVE,MADISON ST OFF RP,7TH AVE BETWEEN JAMES ST AND CHERRY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,Under-saturated,Optimal,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Optimal
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,1ST AVE BETWEEN UNION ST AND PIKE ST,Under-saturated,Under-saturated,Optimal,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,3RD AVE BETWEEN BLANCHARD ST AND BELL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,4TH AVE BETWEEN BELL ST AND BATTERY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,5TH AVE BETWEEN BATTERY ST AND WALL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,BELL ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
