overall_mean_occupancy,all_rate_mean_ps,parking_spaces,paystation_count,street_width,speed_limit,building_coverage_ratio,commercial_mixed_share,residential_share,transport_parking_share,one_way_Y,artdescript_Interstate/Freeway,artdescript_Minor Arterial,artdescript_Not Designated,artdescript_Principal Arterial,artdescript_State Route/Freeway
0.4244430361936793,1.0,6.0,3.0,52.0,25.0,0.2922751473152957,0.5540049589819712,0.1959956168468448,0.0,False,False,True,False,False,False
0.46752070769874854,1.0,5.0,2.0,52.0,25.0,0.20920882102395777,0.5544472114804584,0.054184479229630475,0.0,False,False,True,False,False,False
0.2773162666663876,1.0,6.5,2.0,52.0,25.0,0.31919347882064875,0.8550216387579639,0.08997531082835655,0.0,False,False,True,False,False,False
0.2480874594090532,1.0,7.0,1.0,52.0,25.0,0.28265199415590925,0.46524806101885746,0.5347519389811426,0.0,False,False,True,False,False,False
0.2797464409242747,1.0,7.0,1.0,52.0,25.0,0.3723116262145196,0.7594448515000425,0.2405551484999575,0.0,False,False,True,False,False,False
0.3427227272727273,3.5,10.5,2.0,44.0,25.0,0.38768396522369153,0.8582098414623633,0.08982886048111957,0.0,False,False,True,False,False,False
0.4070717592592592,3.5,8.5,2.0,44.0,25.0,0.39411258477870303,0.953072142730832,0.0,0.0,False,False,True,False,False,False
0.495262987012987,3.5,9.0,2.0,44.0,25.0,0.3799117063746678,0.7333343385532771,0.20127635625602303,0.0,False,False,True,False,False,False
0.6101824494949495,1.25,8.5,2.0,44.0,25.0,0.3872906770328257,0.8264491905399787,0.17355080946002127,0.0,False,False,True,False,False,False
0.5043891488413548,1.25,19.5,4.0,79.0,25.0,0.41284815555356114,0.689648628773151,0.2337678041317774,0.0,False,False,True,False,False,False
0.2097713141025641,1.25,7.25,2.0,73.0,25.0,0.10084578134747543,0.32444265290102287,0.0,0.0,False,False,True,False,False,False
0.2859945023148148,1.25,25.0,4.0,73.0,25.0,0.2095928063254158,0.19869385802806616,0.0,0.0,False,False,True,False,False,False
0.4669361799816345,3.5,3.0,1.0,54.0,25.0,0.26716800608422764,0.6466665187703492,0.0,0.0,True,False,False,False,True,False
0.1866170634920635,3.5,2.0,1.0,54.0,25.0,0.364255373079131,0.749670013479789,0.0,0.0,True,False,False,False,True,False
0.1977638989169675,1.1666666666666667,6.0,2.0,54.0,25.0,0.2962043669716397,0.9010394591359011,0.0,0.0,True,False,False,False,True,False
0.19213499322493224,1.1666666666666667,3.0,1.0,54.0,25.0,0.12436473049689556,1.0,0.0,0.0,True,False,False,False,True,False
0.30946072796934865,1.1666666666666667,6.0,1.0,54.0,25.0,0.3043507834811103,1.0,0.0,0.0,True,False,False,False,True,False
0.09232624658469946,1.1666666666666667,4.0,1.0,54.0,25.0,0.31692868672073676,1.0,0.0,0.0,True,False,False,False,True,False
0.42537285708794587,3.5,8.0,2.0,54.0,25.0,0.2050638836956463,0.8952817637739526,0.0,0.0,True,False,False,False,True,False
0.3123544254330376,3.5,4.0,2.0,54.0,25.0,0.4339454721512736,0.2502407869681792,0.4264347897186114,0.0,True,False,False,False,True,False
0.41594921874999996,3.5,7.0,1.0,58.0,25.0,0.39587353837250133,0.6946125305890306,0.03564540066448863,0.0,True,False,False,False,True,False
0.3995323857736241,3.5,3.5,2.0,58.0,25.0,0.3893511724245804,0.8860529325621073,0.11394706743789264,0.0,True,False,False,False,True,False
0.33132080069811,1.5,8.75,2.0,58.0,25.0,0.4195975046093118,0.3638651975447397,0.3829560201674197,0.0,True,False,False,False,True,False
0.407337418972075,1.5,6.0,2.0,51.0,25.0,0.38343973635102135,0.8916212670625737,0.0,0.0,True,False,False,False,True,False
0.3962042924229233,1.5,9.0,1.0,51.0,25.0,0.3521446677760947,0.8115614726984524,0.18843852730154761,0.0,True,False,False,False,True,False
0.4209117484216984,1.5,4.5,2.0,51.0,25.0,0.38992472359379976,0.6578574709148395,0.27141630897466973,0.0,True,False,False,False,True,False
0.6011604061330706,1.0,10.5,2.0,51.0,25.0,0.38222812521106336,0.9625163963315412,0.03748360366845886,0.0,True,False,False,False,True,False
0.47075676482941187,1.0,5.0,2.0,50.0,25.0,0.35762457808114667,0.7503001492812131,0.19738874051968214,0.0,True,False,False,False,True,False
0.5329202602995866,1.0,9.0,2.0,50.0,25.0,0.3586037207175723,0.6051660320128631,0.0,0.0,True,False,False,False,True,False
0.32385203101545645,1.0,5.5,2.0,54.0,25.0,0.33452454694259753,0.7499690755338304,0.1977506892750633,0.0,True,False,False,False,True,False
0.3120615297065865,1.0,6.0,2.0,54.0,25.0,0.23065800029953382,0.895233746274472,0.052442767910486965,0.052323485815041065,True,False,False,False,True,False
0.30897586369035657,1.0,3.5,2.0,54.0,25.0,0.2725268578878453,0.5971288599078862,0.0,0.4028711400921137,True,False,False,False,True,False
0.4143892009828853,1.0,6.0,2.0,54.0,25.0,0.3463545021922568,0.8912439379201055,0.0752753366187256,0.0334807254611689,True,False,False,False,True,False
0.49642419871794874,3.5,11.5,2.0,40.0,20.0,0.27988193428588654,0.8331922749084741,0.0,0.0,True,False,False,True,False,False
0.5224977678571427,3.5,5.5,2.0,58.0,25.0,0.29157528088607204,0.7512622054890842,0.0,0.0,False,False,True,False,False,False
0.7188836915166485,1.25,13.25,2.0,58.0,25.0,0.36890573150845984,0.9576504780360768,0.0,0.0,False,False,True,False,False,False
