compkey,unitdesc,onstreet,blockface_name,overall_mean_occupancy,parking_spaces,mean_occupied_spaces,time_limit,parking_category,paid_subarea,paystation_count,weekday_rate_mean_ps,weekend_rate_mean_ps,all_rate_mean_ps,all_rate_max_ps,paidarea_ps,subarea_ps,street_width,speed_limit,seg_length,shape_length,slope_pct,one_way,artdescript,commercial_mixed_share,industrial_share,institutional_share,open_space_share,other_share,residential_share,transport_parking_share,building_count,building_coverage_ratio
4514,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,3RD AVE S,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,0.07731481481481481,3.0,0.23569444444444443,120,Paid Parking,Edge,2.0,1.25,1.25,1.25,1.5,Pioneer Square,Edge,42.0,25.0,306.0,306.054305107181,9.0,Y,Minor Arterial,0.5041515217151219,0.0,0.0,0.08935442603598295,0.3378583781050833,0.06863567414381201,0.0,4.0,0.3853588865665738
4515,3RD AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,3RD AVE S,3RD AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,0.21510802469135798,3.0,0.6639351851851851,120,Paid Parking,Edge,,,,,,,,42.0,25.0,324.0,323.629021880408,1.0,N,Minor Arterial,0.5881058555698219,0.0,0.0,7.762766348593589e-05,0.19950065789285093,0.21231585887384133,0.0,6.0,0.35496557572651777
4516,3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,3RD AVE S,3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,0.45135185185185184,2.0,1.023388888888889,120,Paid Parking,Edge,1.0,1.25,1.25,1.25,1.5,Pioneer Square,Edge,42.0,25.0,290.0,289.588239935038,1.0,Y,Minor Arterial,0.44149562093415967,0.30618968557749227,0.0,0.0,0.12136723266746165,0.0,0.13094746082088643,5.0,0.2729571643030037
6120,4TH AVE BETWEEN DILLING WAY AND JEFFERSON ST,4TH AVE,4TH AVE BETWEEN DILLING WAY AND JEFFERSON ST,0.41839238845144355,1.0,0.6151082677165355,120,Paid Parking,Edge,1.0,1.25,1.25,1.25,1.5,Pioneer Square,Edge,50.0,25.0,99.0,98.6291872430211,4.0,Y,Principal Arterial,0.4063015627601915,0.0,0.23504928130539424,0.3028068255829743,0.0,0.05584233035143992,0.0,3.0,0.15894122737053337
6124,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,4TH AVE,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,0.2970970972203974,6.0,1.8035709554154074,120,Paid Parking,Financial,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,50.0,25.0,306.0,305.730375483204,4.0,Y,Principal Arterial,0.05711276919797696,0.0,0.0,0.2646975497572071,0.47086545112509454,0.2073242299197214,0.0,6.0,0.2397637469467952
6126,4TH AVE BETWEEN MADISON ST AND SPRING ST,4TH AVE,4TH AVE BETWEEN MADISON ST AND SPRING ST,0.43169414530797856,5.0,2.19565721027973,120,Paid Parking,Financial,2.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,50.0,25.0,306.0,306.048974485268,2.0,Y,Principal Arterial,0.5865303834495672,0.0,0.41346961655043274,0.0,0.0,0.0,0.0,6.0,0.20276430483564328
6128,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,4TH AVE,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,0.42140118922458314,4.5,2.038617705105504,120,Paid Parking,Retail,2.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,50.0,25.0,306.0,305.878964424832,3.0,Y,Principal Arterial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3611018560792903
6130,4TH AVE BETWEEN UNION ST AND PIKE ST,4TH AVE,4TH AVE BETWEEN UNION ST AND PIKE ST,0.4079636752136752,6.0,2.4730448717948716,120,Paid Parking,Retail,1.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,50.0,25.0,426.0,425.869977905426,2.0,Y,Principal Arterial,0.9750174114991189,0.0,0.0,0.0,0.024982588500881118,0.0,0.0,6.0,0.43457214600907046
6136,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,4TH AVE,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,0.6207033106803328,6.0,3.8303309751931076,120,Paid Parking,South,1.0,1.5,1.5,1.5,2.5,Belltown,South,54.0,25.0,426.0,426.049054914084,1.0,Y,Principal Arterial,0.3977805204843864,0.0,0.0,0.3016358425869083,0.0,0.3005836369287054,0.0,6.0,0.40352126833860746
6137,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,4TH AVE,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,0.5298663135132414,6.0,2.372098764917833,120,Paid Parking,South,2.0,1.5,1.5,1.5,2.5,Belltown,South,54.0,25.0,426.0,425.973338035221,1.0,Y,Principal Arterial,0.6747572994320512,0.0,0.0,0.03768479178458405,0.10848035677008,0.17907755201328462,0.0,6.0,0.3299758167996222
6138,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,4TH AVE,4TH AVE BETWEEN LENORA ST AND BLANCHARD ST,0.4591839997577171,7.0,3.1030500117168094,120,Paid Parking,South,2.0,1.5,1.5,1.5,2.5,Belltown,South,54.0,25.0,426.0,426.247570609523,0.0,Y,Principal Arterial,0.716990168453638,0.0,0.0,0.0,0.2830098315463619,0.0,0.0,7.0,0.3134480501653866
6141,4TH AVE BETWEEN BATTERY ST AND WALL ST,4TH AVE,4TH AVE BETWEEN BATTERY ST AND WALL ST,0.6241989380152095,9.0,5.726123775470219,240,Paid Parking,North,1.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,307.0,306.503977341533,1.0,Y,Principal Arterial,0.5525558974492304,0.0,0.05226481661438291,0.0,0.0,0.3951792859363867,0.0,5.0,0.36894720945631215
6142,4TH AVE BETWEEN WALL ST AND VINE ST,4TH AVE,4TH AVE BETWEEN WALL ST AND VINE ST,0.6234288949907558,6.0,3.8671584671065857,240,Paid Parking,North,2.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,306.0,306.174078866623,1.0,Y,Principal Arterial,0.8953881852456885,0.0,0.0,0.0,0.0,0.1046118147543115,0.0,6.0,0.366129493297078
6143,4TH AVE BETWEEN VINE ST AND CEDAR ST,4TH AVE,4TH AVE BETWEEN VINE ST AND CEDAR ST,0.36043681030581093,8.0,2.883619482446487,240,Paid Parking,North,2.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,306.0,305.988660675248,1.0,Y,Principal Arterial,0.651592157862385,0.0,0.0,0.0,0.0,0.34840784213761494,0.0,8.0,0.29193895645643503
6144,4TH AVE BETWEEN CEDAR ST AND CLAY ST,4TH AVE,4TH AVE BETWEEN CEDAR ST AND CLAY ST,0.5507138136808782,4.5,2.63000432206363,240,Paid Parking,North,2.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,306.0,199.140893057185,1.0,Y,Principal Arterial,0.5611382242144414,0.0,0.0,0.0,0.0,0.4388617757855587,0.0,5.0,0.3489043360170167
7223,5TH AVE BETWEEN 5TH AVE S AND TERRACE ST,5TH AVE,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,0.21278489583333332,16.0,3.404558333333333,120,Paid Parking,Financial,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,46.0,25.0,227.0,227.208600336453,6.0,N,Minor Arterial,0.8050000359626518,0.0,0.1084972557357917,0.08650270830155643,0.0,0.0,0.0,5.0,0.2534913274469494
7224,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,5TH AVE,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,0.29902083333333335,4.0,1.2022708333333334,120,Paid Parking,Financial,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,47.0,25.0,305.0,305.479435508773,6.0,N,Minor Arterial,0.5003724010048366,0.0,0.1170758344877578,0.38255176450740563,0.0,0.0,0.0,5.0,0.22251000764468365
7229,5TH AVE BETWEEN MARION ST AND MADISON ST,5TH AVE,5TH AVE BETWEEN MARION ST AND MADISON ST,0.3433159722222222,8.0,2.7471319444444444,120,Paid Parking,Financial,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,9.0,25.0,306.0,305.979603316755,4.0,Y,Minor Arterial,0.4853024574755572,0.0,0.16432488359313163,0.0,0.3503726589313111,0.0,0.0,6.0,0.2529279761539699
7230,5TH AVE BETWEEN MADISON ST AND SPRING ST,5TH AVE,5TH AVE BETWEEN MADISON ST AND SPRING ST,0.27194349343926805,5.0,1.3604416456000963,120,Paid Parking,Financial,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,9.0,25.0,306.0,306.117692007273,2.0,Y,Minor Arterial,0.11630253646592828,0.0,0.7666484361469564,0.05857836553068425,0.05847066185643104,0.0,0.0,6.0,0.2864730356598148
7242,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,5TH AVE,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,0.3663796067665433,7.0,2.5663030806991367,120,Paid Parking,South,2.0,1.5,1.5,1.5,2.5,Belltown,South,40.0,25.0,426.0,425.995739839439,1.0,Y,Minor Arterial,0.8382670443026791,0.0,0.0,0.1617329556973209,0.0,0.0,0.0,5.0,0.320566047630205
7243,5TH AVE BETWEEN VIRGINIA ST AND LENORA ST,5TH AVE,5TH AVE BETWEEN VIRGINIA ST AND LENORA ST,0.34748351879236744,12.0,4.14033036872501,120,Paid Parking,South,2.0,1.5,1.5,1.5,2.5,Belltown,South,40.0,25.0,426.0,425.923450097433,0.0,Y,Minor Arterial,0.5045901711521336,0.0,0.0,0.4245306889617976,0.0,0.07087913988606885,0.0,6.0,0.28308551957661465
7244,5TH AVE BETWEEN LENORA ST AND BLANCHARD ST,5TH AVE,5TH AVE BETWEEN LENORA ST AND BLANCHARD ST,0.42683436320685175,8.5,3.6978931762693503,120,Paid Parking,South,2.0,1.5,1.5,1.5,2.5,Belltown,South,40.0,25.0,426.0,426.343094482744,1.0,Y,Minor Arterial,0.8798849595066426,0.0,0.0,0.0,0.0,0.12011504049335744,0.0,8.0,0.3095578569814876
7245,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,5TH AVE,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,0.3561629673940844,11.0,3.9576606986911336,120,Paid Parking,South,2.0,1.5,1.5,1.5,2.5,Belltown,South,54.0,25.0,426.0,425.774874200644,0.0,Y,Minor Arterial,0.7832059620228922,0.0,0.0,0.07080781660377318,0.0,0.14598622137333467,0.0,6.0,0.32502735459762006
7246,5TH AVE BETWEEN BELL ST AND BATTERY ST,5TH AVE,5TH AVE BETWEEN BELL ST AND BATTERY ST,0.47607191074783195,12.5,5.899441200358839,240,Paid Parking,North,2.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,426.0,426.2582653924,0.0,Y,Minor Arterial,0.49920013757076614,0.0,0.0,0.038533326376035966,0.0,0.4622665360531978,0.0,5.0,0.40111334375138946
7248,5TH AVE BETWEEN WALL ST AND VINE ST,5TH AVE,5TH AVE BETWEEN WALL ST AND VINE ST,0.39179505474934406,8.0,3.2068999255450046,240,Paid Parking,North,2.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,306.0,306.088144255566,0.0,Y,Minor Arterial,0.7369050291179406,0.0,0.0,0.0,0.0,0.26309497088205935,0.0,6.0,0.23802336162755275
7249,5TH AVE BETWEEN TAYLOR AVE AND DENNY WAY,5TH AVE,5TH AVE BETWEEN TAYLOR AVE AND DENNY WAY,0.3427552502215268,5.0,1.7053126634633151,240,Paid Parking,North,2.0,1.0,1.0,1.0,1.0,Belltown,North,54.0,25.0,336.0,335.837013089033,0.0,Y,Minor Arterial,0.8706541939282941,0.0,0.0,0.0,0.12934580607170584,0.0,0.0,3.0,0.19097776523038915
7875,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,6TH AVE,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,0.23987462322695036,20.0,4.7974924645390065,120,Paid Parking,Financial,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,Commercial Core,Financial,56.0,25.0,306.0,305.877456177953,5.0,Y,Principal Arterial,0.8829637437466383,0.0,0.0,0.0,0.0,0.11703625625336156,0.0,3.0,0.19786497138762416
7880,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,6TH AVE,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,0.3541782782366683,3.5,1.3462121459987126,120,Paid Parking,Retail,2.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,44.0,25.0,426.0,425.843352519359,7.0,Y,Principal Arterial,0.7512959852247392,0.0,0.0,0.0,0.2487040147752609,0.0,0.0,8.0,0.33026638825797944
7882,6TH AVE BETWEEN UNION ST AND PIKE ST,6TH AVE,6TH AVE BETWEEN UNION ST AND PIKE ST,0.3574585221876888,9.0,3.2171475330225334,120,Paid Parking,Retail,1.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,43.0,25.0,426.0,425.691771009988,4.0,Y,Principal Arterial,0.9601966227334504,0.0,0.0,0.0,0.03980337726654959,0.0,0.0,5.0,0.46609672945597547
7883,6TH AVE BETWEEN PIKE ST AND PINE ST,6TH AVE,6TH AVE BETWEEN PIKE ST AND PINE ST,0.4658797692429272,7.0,3.6371915007112374,120,Paid Parking,Retail,2.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,30.0,25.0,426.0,426.369020962462,3.0,Y,Principal Arterial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5440405703345501
8152,7TH AVE BETWEEN JAMES ST AND CHERRY ST,7TH AVE,7TH AVE BETWEEN JAMES ST AND CHERRY ST,0.03765018520814352,6.0,0.2259011112488611,120,Restricted Parking Zone,,1.0,4.5,4.5,4.5,6.5,First Hill,,38.0,25.0,307.0,306.666687723659,4.0,Y,Principal Arterial,0.5802014330551044,0.0,0.0,0.0,0.0,0.4197985669448956,0.0,2.0,0.16167803979204876
8153,7TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,7TH AVE,7TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,0.04290533302283564,5.0,0.21452666511417817,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,34.0,25.0,306.0,305.911573253106,2.0,Y,Principal Arterial,0.5905112268900073,0.0,0.0,0.0,0.0,0.40948877310999254,0.0,3.0,0.12585918593981502
8155,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,7TH AVE,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,0.13875984266546074,6.0,0.8326570952084507,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,37.0,25.0,249.0,248.890439517483,5.0,Y,Principal Arterial,0.8675040035031233,0.0,0.0,0.0,0.13249599649687666,0.0,0.0,3.0,0.20239967540343798
8156,7TH AVE BETWEEN MADISON ST AND SPRING ST,7TH AVE,7TH AVE BETWEEN MADISON ST AND SPRING ST,0.15990217550077995,6.0,0.9594130530046797,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,37.0,25.0,306.0,306.160891386798,5.0,N,Collector Arterial,0.19099166177604926,0.0,0.0,0.0,0.8090083382239508,0.0,0.0,3.0,0.1953632647219821
8159,7TH AVE BETWEEN PINE ST AND OLIVE WAY,7TH AVE,7TH AVE BETWEEN PINE ST AND OLIVE WAY,0.41320972222222224,9.0,3.7198875,120,Paid Parking,Retail,1.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,42.0,25.0,427.0,426.806385170029,3.0,N,Minor Arterial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.46335464412137717
8272,8TH AVE BETWEEN JAMES ST AND CHERRY ST,8TH AVE,8TH AVE BETWEEN JAMES ST AND CHERRY ST,0.07082434833497593,5.5,0.3195698546425044,120,Paid Parking,,2.0,4.5,4.5,4.5,6.5,First Hill,,30.0,20.0,307.0,306.542144448497,3.0,N,Not Designated,0.0,0.0,0.0,0.0911736050476954,0.4627970182125105,0.4460293767397942,0.0,7.0,0.22820855168723936
8273,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,8TH AVE,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,0.08703654393066289,6.0,0.43745277480455746,120,Paid Parking,,2.0,4.5,4.5,4.5,6.5,First Hill,,30.0,20.0,306.0,305.975558752543,1.0,N,Not Designated,0.3086028299022244,0.0,0.0,0.0,0.6126534464111688,0.07874372368660668,0.0,8.0,0.2740848156635194
8274,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,8TH AVE,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,0.5148581038139113,5.0,2.924359728109104,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,30.0,20.0,306.0,305.851024786195,3.0,N,Not Designated,0.8459259509157308,0.0,0.0,0.0,0.0584670046614228,0.09560704442284633,0.0,5.0,0.2537419374690795
8275,8TH AVE BETWEEN MARION ST AND MADISON ST,8TH AVE,8TH AVE BETWEEN MARION ST AND MADISON ST,0.13147542836685722,3.0,0.394509618433905,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,30.0,20.0,306.0,305.991721739327,1.0,N,Not Designated,0.8246878731305409,0.0,0.0,0.05856679877361576,0.0,0.11674532809584347,0.0,4.0,0.27693203728363025
8276,8TH AVE BETWEEN MADISON ST AND SPRING ST,8TH AVE,8TH AVE BETWEEN MADISON ST AND SPRING ST,0.23209954332192298,6.0,1.392597259931538,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,30.0,25.0,306.0,306.076269543191,4.0,N,Minor Arterial,0.1757825180249686,0.0,0.0,0.19159487397896832,0.19158486122050114,0.44103774677556196,0.0,5.0,0.2233021330962218
8277,8TH AVE BETWEEN SPRING ST AND SENECA ST,8TH AVE,8TH AVE BETWEEN SPRING ST AND SENECA ST,0.3285869151158066,4.0,1.3318476604632266,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,30.0,25.0,306.0,306.12664349484,4.0,N,Minor Arterial,0.4413516472200976,0.0,0.0,0.0,0.30880510491522983,0.24984324786467244,0.0,7.0,0.35794910962626336
8509,9TH AVE BETWEEN E FIR ST AND ALDER ST,9TH AVE,9TH AVE BETWEEN E FIR ST AND ALDER ST,0.06649572649572649,6.0,0.39897435897435896,120,Restricted Parking Zone,,1.0,4.5,4.5,4.5,6.5,First Hill,,41.0,25.0,306.0,305.796374848927,8.0,N,Minor Arterial,0.05342914031434979,0.0,0.051401950607583534,0.0,0.5022730868431036,0.3928958222349631,0.0,6.0,0.14028476168082482
8511,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,9TH AVE,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,0.2512535052083178,2.0,0.510491063914578,120,Paid Parking,,,,,,,,,40.0,25.0,306.0,305.977977807198,3.0,N,Minor Arterial,0.4408370384006708,0.0,0.30939126543092493,0.0,0.0,0.24977169616840422,0.0,6.0,0.26635651198958504
8513,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9TH AVE,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,0.09343650646450827,7.0,0.5181082796265579,120,Restricted Parking Zone,,2.0,4.5,4.5,4.5,6.5,First Hill,,40.0,25.0,306.0,306.017107360147,1.0,N,Minor Arterial,0.09560383458849087,0.0,0.0,0.09558068112590161,0.6917041567885627,0.11711132749704484,0.0,8.0,0.2530296983971642
8514,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,9TH AVE,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,0.06555563822751323,5.25,0.29922040343915346,120,Restricted Parking Zone,,2.0,4.5,4.5,4.5,6.5,First Hill,,40.0,25.0,306.0,305.906681670034,4.0,N,Minor Arterial,0.14373821392936678,0.0,0.0,0.0,0.4996890383100933,0.3565727477605399,0.0,7.0,0.20588845187451352
8515,9TH AVE BETWEEN MARION ST AND MADISON ST,9TH AVE,9TH AVE BETWEEN MARION ST AND MADISON ST,0.18845411621716224,4.0,0.7990014905153557,120,Paid Parking,,2.0,4.5,4.5,4.5,6.5,First Hill,,40.0,25.0,306.0,305.968883848395,5.0,N,Minor Arterial,0.191463892692471,0.0,0.0,0.0584078887967814,0.05842707009419096,0.6917011484165567,0.0,7.0,0.3765734363246263
8516,9TH AVE BETWEEN MADISON ST AND SPRING ST,9TH AVE,9TH AVE BETWEEN MADISON ST AND SPRING ST,0.270508831313755,6.0,1.6230529878825304,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,40.0,25.0,306.0,306.027293759187,6.0,N,Minor Arterial,0.11682613503748847,0.0,0.0,0.24989238490442967,0.0,0.6332814800580818,0.0,7.0,0.3944737464397701
8517,9TH AVE BETWEEN SPRING ST AND SENECA ST,9TH AVE,9TH AVE BETWEEN SPRING ST AND SENECA ST,0.23338194738644247,6.0,1.400291684318655,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,40.0,25.0,306.0,306.136597813366,1.0,N,Minor Arterial,0.4985677848399695,0.0,0.0,0.3841097237681353,0.0,0.11732249139189524,0.0,5.0,0.37938686620032686
8518,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,9TH AVE,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,0.32355552771584145,4.0,1.2975554441966992,120,Paid Parking,,1.0,4.5,4.5,4.5,6.5,First Hill,,0.0,20.0,306.0,306.065501066344,3.0,N,Not Designated,0.7069387491105221,0.0,0.0,0.046801209382720005,0.24626004150675793,0.0,0.0,4.0,0.4060650463611592
8521,9TH AVE BETWEEN PINE ST AND OLIVE WAY,9TH AVE,9TH AVE BETWEEN PINE ST AND OLIVE WAY,0.3603499097007224,7.0,2.531637964396285,120,Paid Parking,Retail,1.0,3.5,3.5,3.5,5.5,Commercial Core,Retail,42.0,25.0,426.0,425.955588306928,4.0,N,Minor Arterial,0.39280074815945565,0.0,0.0,0.4250483616726269,0.18215089016791758,0.0,0.0,4.0,0.474115877963068
8721,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,ALASKAN WAY,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,0.6803444353070176,8.0,5.668728618421053,120,Paid Parking,Waterfront,1.0,4.833333333333333,4.833333333333333,4.833333333333333,7.5,Commercial Core,Waterfront,47.0,25.0,303.0,301.090839875919,1.0,N,Principal Arterial,0.855222829318522,0.0,0.0,0.0,0.0,0.09315405237077788,0.05162311831069997,2.0,0.008262360041224541
8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,0.6697291666666667,4.0,2.9448333333333334,120,Paid Parking,Waterfront,1.0,4.833333333333333,4.833333333333333,4.833333333333333,7.5,Commercial Core,Waterfront,47.0,25.0,427.0,426.594384263051,0.0,N,Principal Arterial,0.27179255962281706,0.28405760423256715,0.0,0.0,0.0755339199403663,0.0,0.3686159162042495,3.0,0.13965923858793738
8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ALASKAN WAY,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,0.5975009615384614,6.0,3.630980128205128,120,Paid Parking,Waterfront,1.0,4.833333333333333,4.833333333333333,4.833333333333333,7.5,Commercial Core,Waterfront,47.0,25.0,417.0,416.687724630918,0.0,N,Principal Arterial,0.6000239664456706,0.0920308397365407,0.0,0.0,0.30794519381778857,0.0,0.0,3.0,0.10606398044053726
8727,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,ALASKAN WAY,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,0.004960937499999999,16.0,0.07937499999999999,120,Paid Parking,South,1.0,1.5,1.5,1.5,2.5,Belltown,South,47.0,25.0,479.0,486.585320537991,0.0,N,Principal Arterial,0.03872480278191404,0.0,0.0,0.03870906250029903,0.0,0.4218654469017811,0.5007006878160057,3.0,0.07321125423426723
8728,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,ALASKAN WAY,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,0.007756410256410257,13.0,0.10083333333333333,120,Paid Parking,South,1.0,1.5,1.5,1.5,2.5,Belltown,South,47.0,25.0,427.0,427.457368519902,0.0,N,Principal Arterial,0.3239170044221767,0.0,0.3811204227443688,0.0,0.0,0.035444496866249696,0.25951807596720483,4.0,0.09347689341756832
8729,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,ALASKAN WAY,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,0.055799919871794876,13.0,0.7065989583333334,120,Paid Parking,South,,,,,,,,47.0,25.0,423.0,423.16392047925,0.0,N,Principal Arterial,0.29854662732515735,0.0,0.6688331938843153,0.0,0.0,0.0,0.032620178790527435,4.0,0.2737044211160372
8730,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,ALASKAN WAY,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,0.5841752677177725,9.0,5.324910742793286,240,Paid Parking,North,,,,,,,,47.0,25.0,734.0,734.296860203422,0.0,N,Principal Arterial,0.43000472114004573,0.0,0.5457842067603151,0.0,0.0,0.0,0.024211072099639096,6.0,0.11095406156600127
8731,ALASKAN WAY BETWEEN WALL ST AND VINE ST,ALASKAN WAY,ALASKAN WAY BETWEEN WALL ST AND VINE ST,0.10483473239020143,6.0,0.6290083943412086,240,Paid Parking,North,,,,,,,,50.0,25.0,309.0,308.741825286033,1.0,N,Principal Arterial,0.9939385399392633,0.0,0.0,0.0,0.0,0.0,0.006061460060736701,0.0,0.0
8732,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,0.11313911500549431,13.0,1.470808495071426,240,Paid Parking,North,,,,,,,,50.0,25.0,608.0,607.699606434851,0.0,N,Principal Arterial,0.8693989372465439,0.12564423330917643,0.0,0.0,0.0,0.0,0.004956829444279657,1.0,0.06732094964400794
8733,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,ALASKAN WAY,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,0.7461057027174384,5.0,4.233370068504177,240,Paid Parking,North,,,,,,,,50.0,25.0,330.0,309.458354854994,0.0,N,Principal Arterial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10321751767177634
8746,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,0.3845763888888889,6.0,2.310625,120,Paid Parking,Waterfront,1.0,4.833333333333333,4.833333333333333,4.833333333333333,7.5,Commercial Core,Waterfront,0.0,25.0,305.0,304.622692698518,0.0,Y,Principal Arterial,0.8820769429361761,0.0,0.0,0.0,0.0,0.11792305706382376,0.0,3.0,0.14837864238689843
8747,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,0.5871916666666667,8.0,4.7063875,120,Paid Parking,Waterfront,1.0,4.833333333333333,4.833333333333333,4.833333333333333,7.5,Commercial Core,Waterfront,0.0,25.0,306.0,313.531507253335,0.0,Y,Principal Arterial,0.19814391568208017,0.0,0.0,0.0,0.0,0.8018560843179198,0.0,2.0,0.12641165205395766
