compkey,unitdesc,onstreet,blockface_name,period,weekpart,occupancy_rate,occupied_spaces,parking_spaces,n_hours,n_obs,paid_rate,time_limit,parking_category,paid_subarea,occupancy_class
11585,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,MADISON ST,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,day,weekday,0.5961449859747545,1.8589349579242636,3.0,200,11911,,120,Paid Parking,Financial,Under-saturated
11585,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,MADISON ST,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,day,weekend,0.6362222222222222,1.9516666666666667,3.0,50,3000,,120,Paid Parking,Financial,Under-saturated
11585,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,MADISON ST,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,night,weekday,0.5111904761904762,1.5748214285714286,3.0,40,2288,,120,Paid Parking,Financial,Under-saturated
11585,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,MADISON ST,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,night,weekend,0.7705555555555555,2.4483333333333333,3.0,10,600,,120,Paid Parking,Financial,Optimal
11586,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,MADISON ST,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,day,weekday,0.3060015151515152,1.531090909090909,5.0,200,11973,,120,Paid Parking,Financial,Under-saturated
11586,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,MADISON ST,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,day,weekend,0.2561333333333333,1.2806666666666666,5.0,50,3000,,120,Paid Parking,Financial,Under-saturated
11586,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,MADISON ST,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,night,weekday,0.2231578947368421,1.1157894736842104,5.0,38,2280,,120,Paid Parking,Financial,Under-saturated
11586,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,MADISON ST,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,night,weekend,0.333,1.6649999999999998,5.0,10,600,,120,Paid Parking,Financial,Under-saturated
11660,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,MARION ST,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,day,weekday,0.38009722222222225,1.1715416666666667,3.0,200,11964,,120,Paid Parking,Waterfront,Under-saturated
11660,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,MARION ST,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,day,weekend,0.5456666666666666,1.7109999999999999,3.0,50,3000,,120,Paid Parking,Waterfront,Under-saturated
11660,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,MARION ST,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,night,weekday,0.44708333333333333,1.3925,3.0,40,2351,,120,Paid Parking,Waterfront,Under-saturated
11660,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,MARION ST,MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,night,weekend,0.7177777777777778,2.175,3.0,10,600,,120,Paid Parking,Waterfront,Optimal
11662,MARION ST BETWEEN POST AVE AND 1ST AVE,MARION ST,MARION ST BETWEEN POST AVE AND 1ST AVE,day,weekday,0.3290737179487179,0.7038974358974359,2.0,200,11966,,120,Paid Parking,Waterfront,Under-saturated
11662,MARION ST BETWEEN POST AVE AND 1ST AVE,MARION ST,MARION ST BETWEEN POST AVE AND 1ST AVE,day,weekend,0.4751666666666667,0.9913333333333334,2.0,50,3000,,120,Paid Parking,Waterfront,Under-saturated
11662,MARION ST BETWEEN POST AVE AND 1ST AVE,MARION ST,MARION ST BETWEEN POST AVE AND 1ST AVE,night,weekday,0.3162393162393163,0.6341880341880343,2.0,39,2281,,120,Paid Parking,Waterfront,Under-saturated
11662,MARION ST BETWEEN POST AVE AND 1ST AVE,MARION ST,MARION ST BETWEEN POST AVE AND 1ST AVE,night,weekend,0.475,0.9683333333333334,2.0,10,600,,120,Paid Parking,Waterfront,Under-saturated
11664,MARION ST BETWEEN 2ND AVE AND 3RD AVE,MARION ST,MARION ST BETWEEN 2ND AVE AND 3RD AVE,day,weekday,0.4675069444444444,2.8145416666666665,6.0,200,11964,,120,Paid Parking,Financial,Under-saturated
11664,MARION ST BETWEEN 2ND AVE AND 3RD AVE,MARION ST,MARION ST BETWEEN 2ND AVE AND 3RD AVE,day,weekend,0.2278333333333333,1.367,6.0,50,3000,,120,Paid Parking,Financial,Under-saturated
11664,MARION ST BETWEEN 2ND AVE AND 3RD AVE,MARION ST,MARION ST BETWEEN 2ND AVE AND 3RD AVE,night,weekday,0.46694444444444444,2.8016666666666667,6.0,40,2379,,120,Paid Parking,Financial,Under-saturated
11664,MARION ST BETWEEN 2ND AVE AND 3RD AVE,MARION ST,MARION ST BETWEEN 2ND AVE AND 3RD AVE,night,weekend,0.42444444444444446,2.546666666666667,6.0,10,600,,120,Paid Parking,Financial,Under-saturated
11665,MARION ST BETWEEN 3RD AVE AND 4TH AVE,MARION ST,MARION ST BETWEEN 3RD AVE AND 4TH AVE,day,weekday,0.5852988175135826,4.145078299776286,7.0,149,8409,,120,Paid Parking,Financial,Under-saturated
11665,MARION ST BETWEEN 3RD AVE AND 4TH AVE,MARION ST,MARION ST BETWEEN 3RD AVE AND 4TH AVE,day,weekend,0.2887619047619047,2.021333333333333,7.0,50,3000,,120,Paid Parking,Financial,Under-saturated
11665,MARION ST BETWEEN 3RD AVE AND 4TH AVE,MARION ST,MARION ST BETWEEN 3RD AVE AND 4TH AVE,night,weekday,0.10023809523809524,0.7016666666666667,7.0,20,1197,,120,Paid Parking,Financial,Under-saturated
11665,MARION ST BETWEEN 3RD AVE AND 4TH AVE,MARION ST,MARION ST BETWEEN 3RD AVE AND 4TH AVE,night,weekend,0.545952380952381,3.8216666666666668,7.0,10,600,,120,Paid Parking,Financial,Under-saturated
11666,MARION ST BETWEEN 4TH AVE AND 5TH AVE,MARION ST,MARION ST BETWEEN 4TH AVE AND 5TH AVE,day,weekday,0.5420021367521367,4.885435897435897,9.0,200,11966,,120,Paid Parking,Financial,Under-saturated
11666,MARION ST BETWEEN 4TH AVE AND 5TH AVE,MARION ST,MARION ST BETWEEN 4TH AVE AND 5TH AVE,day,weekend,0.43477777777777776,3.9139999999999997,9.0,50,3000,,120,Paid Parking,Financial,Under-saturated
11666,MARION ST BETWEEN 4TH AVE AND 5TH AVE,MARION ST,MARION ST BETWEEN 4TH AVE AND 5TH AVE,night,weekday,0.4417853751187084,3.976068376068376,9.0,39,2281,,120,Paid Parking,Financial,Under-saturated
11666,MARION ST BETWEEN 4TH AVE AND 5TH AVE,MARION ST,MARION ST BETWEEN 4TH AVE AND 5TH AVE,night,weekend,0.5211111111111111,4.6899999999999995,9.0,10,600,,120,Paid Parking,Financial,Under-saturated
11667,MARION ST BETWEEN 5TH AVE AND 6TH AVE,MARION ST,MARION ST BETWEEN 5TH AVE AND 6TH AVE,day,weekday,0.3625304232804233,2.914791666666667,8.0,200,23929,,120,Paid Parking,Financial,Under-saturated
11667,MARION ST BETWEEN 5TH AVE AND 6TH AVE,MARION ST,MARION ST BETWEEN 5TH AVE AND 6TH AVE,day,weekend,0.30833333333333335,2.535,8.0,50,6000,,120,Paid Parking,Financial,Under-saturated
11667,MARION ST BETWEEN 5TH AVE AND 6TH AVE,MARION ST,MARION ST BETWEEN 5TH AVE AND 6TH AVE,night,weekday,0.30597079900877366,2.4767932489451474,7.0,40,4565,,120,Paid Parking,Financial,Under-saturated
11667,MARION ST BETWEEN 5TH AVE AND 6TH AVE,MARION ST,MARION ST BETWEEN 5TH AVE AND 6TH AVE,night,weekend,0.32379629629629625,2.6141666666666667,8.0,10,1200,,120,Paid Parking,Financial,Under-saturated
11668,MARION ST BETWEEN 7TH AVE AND 8TH AVE,MARION ST,MARION ST BETWEEN 7TH AVE AND 8TH AVE,day,weekday,0.3918565606161652,2.283082497057475,6.0,200,23797,,120,Paid Parking,,Under-saturated
11668,MARION ST BETWEEN 7TH AVE AND 8TH AVE,MARION ST,MARION ST BETWEEN 7TH AVE AND 8TH AVE,day,weekend,0.09699999999999999,0.5545,6.0,50,6000,,120,Paid Parking,,Under-saturated
11668,MARION ST BETWEEN 7TH AVE AND 8TH AVE,MARION ST,MARION ST BETWEEN 7TH AVE AND 8TH AVE,night,weekday,0.2302901089168235,1.2383114373723239,6.0,40,4761,,120,Paid Parking,,Under-saturated
11668,MARION ST BETWEEN 7TH AVE AND 8TH AVE,MARION ST,MARION ST BETWEEN 7TH AVE AND 8TH AVE,night,weekend,0.30322916666666666,1.6891666666666665,6.0,10,1200,,120,Paid Parking,,Under-saturated
11669,MARION ST BETWEEN 8TH AVE AND 9TH AVE,MARION ST,MARION ST BETWEEN 8TH AVE AND 9TH AVE,day,weekday,0.1250023348565015,0.7500140091390091,6.0,200,11959,,120,Restricted Parking Zone,,Under-saturated
11669,MARION ST BETWEEN 8TH AVE AND 9TH AVE,MARION ST,MARION ST BETWEEN 8TH AVE AND 9TH AVE,day,weekend,0.04238888888888889,0.25433333333333336,6.0,50,3000,,120,Restricted Parking Zone,,Under-saturated
11669,MARION ST BETWEEN 8TH AVE AND 9TH AVE,MARION ST,MARION ST BETWEEN 8TH AVE AND 9TH AVE,night,weekday,0.06774764150943395,0.4064858490566038,6.0,40,2381,,120,Restricted Parking Zone,,Under-saturated
11669,MARION ST BETWEEN 8TH AVE AND 9TH AVE,MARION ST,MARION ST BETWEEN 8TH AVE AND 9TH AVE,night,weekend,0.10027777777777777,0.6016666666666667,6.0,10,600,,120,Restricted Parking Zone,,Under-saturated
11670,MARION ST BETWEEN 9TH AVE AND TERRY AVE,MARION ST,MARION ST BETWEEN 9TH AVE AND TERRY AVE,day,weekday,0.08763416353596455,0.74317941146433,9.0,200,23893,,120,Paid Parking,,Under-saturated
11670,MARION ST BETWEEN 9TH AVE AND TERRY AVE,MARION ST,MARION ST BETWEEN 9TH AVE AND TERRY AVE,day,weekend,0.08647186147186148,0.7203333333333333,9.0,50,6000,,120,Paid Parking,,Under-saturated
11670,MARION ST BETWEEN 9TH AVE AND TERRY AVE,MARION ST,MARION ST BETWEEN 9TH AVE AND TERRY AVE,night,weekday,0.07199404761904762,0.565625,9.0,40,4800,,120,Paid Parking,,Under-saturated
11670,MARION ST BETWEEN 9TH AVE AND TERRY AVE,MARION ST,MARION ST BETWEEN 9TH AVE AND TERRY AVE,night,weekend,0.12,0.9333333333333333,9.0,10,1200,,120,Paid Parking,,Under-saturated
11671,MARION ST BETWEEN TERRY AVE AND BOREN AVE,MARION ST,MARION ST BETWEEN TERRY AVE AND BOREN AVE,day,weekday,0.238603559618911,1.1930594647612216,5.0,200,23830,,120,Paid Parking,,Under-saturated
11671,MARION ST BETWEEN TERRY AVE AND BOREN AVE,MARION ST,MARION ST BETWEEN TERRY AVE AND BOREN AVE,day,weekend,0.33230000000000004,1.6615,5.0,50,6000,,120,Paid Parking,,Under-saturated
11671,MARION ST BETWEEN TERRY AVE AND BOREN AVE,MARION ST,MARION ST BETWEEN TERRY AVE AND BOREN AVE,night,weekday,0.267275,1.3363749999999999,5.0,40,4790,,120,Paid Parking,,Under-saturated
11671,MARION ST BETWEEN TERRY AVE AND BOREN AVE,MARION ST,MARION ST BETWEEN TERRY AVE AND BOREN AVE,night,weekend,0.37733333333333335,1.8866666666666667,5.0,10,1200,,120,Paid Parking,,Under-saturated
11868,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,MINOR AVE,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,day,weekday,0.21824820947246823,1.091241047362341,5.0,200,11966,,120,Paid Parking,,Under-saturated
11868,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,MINOR AVE,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,day,weekend,0.1376666666666667,0.6883333333333332,5.0,50,3000,,120,Paid Parking,,Under-saturated
11868,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,MINOR AVE,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,night,weekday,0.22502083333333336,1.1251041666666668,5.0,40,2377,,120,Paid Parking,,Under-saturated
11868,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,MINOR AVE,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,night,weekend,0.15966666666666668,0.7983333333333333,5.0,10,600,,120,Paid Parking,,Under-saturated
11871,MINOR AVE BETWEEN MARION ST AND MADISON ST,MINOR AVE,MINOR AVE BETWEEN MARION ST AND MADISON ST,day,weekday,0.2806801480281973,1.2441354432202119,4.5,200,23845,,120,Paid Parking,,Under-saturated
11871,MINOR AVE BETWEEN MARION ST AND MADISON ST,MINOR AVE,MINOR AVE BETWEEN MARION ST AND MADISON ST,day,weekend,0.24328333333333332,1.0963333333333334,4.5,50,6000,,120,Paid Parking,,Under-saturated
11871,MINOR AVE BETWEEN MARION ST AND MADISON ST,MINOR AVE,MINOR AVE BETWEEN MARION ST AND MADISON ST,night,weekday,0.27116103316326534,1.2051020408163264,4.5,40,4754,,120,Paid Parking,,Under-saturated
11871,MINOR AVE BETWEEN MARION ST AND MADISON ST,MINOR AVE,MINOR AVE BETWEEN MARION ST AND MADISON ST,night,weekend,0.24050000000000002,1.0691666666666666,4.5,10,1200,,120,Paid Parking,,Under-saturated
11872,MINOR AVE BETWEEN MADISON ST AND SPRING ST,MINOR AVE,MINOR AVE BETWEEN MADISON ST AND SPRING ST,day,weekday,0.12308273148566097,0.4780290420436895,5.0,200,23336,,120,Restricted Parking Zone,,Under-saturated
11872,MINOR AVE BETWEEN MADISON ST AND SPRING ST,MINOR AVE,MINOR AVE BETWEEN MADISON ST AND SPRING ST,day,weekend,0.10094444444444443,0.44208333333333333,5.0,50,4800,,120,Restricted Parking Zone,,Under-saturated
11872,MINOR AVE BETWEEN MADISON ST AND SPRING ST,MINOR AVE,MINOR AVE BETWEEN MADISON ST AND SPRING ST,night,weekday,0.09575498575498576,0.3927350427350427,5.0,40,4677,,120,Restricted Parking Zone,,Under-saturated
11872,MINOR AVE BETWEEN MADISON ST AND SPRING ST,MINOR AVE,MINOR AVE BETWEEN MADISON ST AND SPRING ST,night,weekend,0.13555555555555557,0.6083333333333334,5.0,10,960,,120,Restricted Parking Zone,,Under-saturated
11873,MINOR AVE BETWEEN SPRING ST AND SENECA ST,MINOR AVE,MINOR AVE BETWEEN SPRING ST AND SENECA ST,day,weekday,0.06226204120958153,0.4578005594814695,7.5,200,22694,,120,Restricted Parking Zone,,Under-saturated
11873,MINOR AVE BETWEEN SPRING ST AND SENECA ST,MINOR AVE,MINOR AVE BETWEEN SPRING ST AND SENECA ST,day,weekend,0.09260416666666667,0.749375,9.0,50,4800,,120,Restricted Parking Zone,,Under-saturated
11873,MINOR AVE BETWEEN SPRING ST AND SENECA ST,MINOR AVE,MINOR AVE BETWEEN SPRING ST AND SENECA ST,night,weekday,0.06032494758909853,0.40668652763985436,7.5,40,4543,,120,Restricted Parking Zone,,Under-saturated
11873,MINOR AVE BETWEEN SPRING ST AND SENECA ST,MINOR AVE,MINOR AVE BETWEEN SPRING ST AND SENECA ST,night,weekend,0.11452546296296295,0.8708333333333333,9.0,10,960,,120,Restricted Parking Zone,,Under-saturated
11874,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,MINOR AVE,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,day,weekday,0.1286212171806346,0.6323680338325974,6.0,200,23902,,120,Paid Parking,,Under-saturated
11874,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,MINOR AVE,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,day,weekend,0.13585416666666666,0.7516666666666667,6.0,50,5999,,120,Paid Parking,,Under-saturated
11874,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,MINOR AVE,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,night,weekday,0.1583234554597701,0.8231896551724137,6.0,40,4784,,120,Paid Parking,,Under-saturated
11874,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,MINOR AVE,MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,night,weekend,0.19541666666666666,1.0241666666666667,6.0,10,1200,,120,Paid Parking,,Under-saturated
11875,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,MINOR AVE,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,day,weekday,0.09995377109691089,0.7505171164963571,7.5,200,23873,,120,Restricted Parking Zone,,Under-saturated
11875,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,MINOR AVE,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,day,weekend,0.1343660714285714,1.0045,7.5,50,6000,,120,Restricted Parking Zone,,Under-saturated
11875,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,MINOR AVE,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,night,weekday,0.11534445398922281,0.8620297441010303,7.5,40,4781,,120,Restricted Parking Zone,,Under-saturated
11875,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,MINOR AVE,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,night,weekend,0.13968750000000002,1.0616666666666668,7.5,10,1200,,120,Restricted Parking Zone,,Under-saturated
12022,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,day,weekday,0.30893005952380953,1.6742083333333333,5.5,200,24000,,120,Paid Parking,Core,Under-saturated
12022,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,day,weekend,0.44663690476190476,2.4856666666666665,5.5,50,6000,,120,Paid Parking,Core,Under-saturated
12023,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,day,weekday,0.7100729166666666,4.350291666666666,6.0,200,24000,,120,Paid Parking,Edge,Optimal
12023,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,day,weekend,0.618125,3.7895,6.0,50,6000,,120,Paid Parking,Edge,Under-saturated
12024,OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,day,weekday,0.2930278822055138,1.9816666666666667,7.0,200,22800,,120,Paid Parking,Edge,Under-saturated
12024,OCCIDENTAL AVE S BETWEEN S KING W ST AND S CHARLES ST,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,day,weekend,0.280723803758569,1.831083778980151,7.0,50,4245,,120,Paid Parking,Edge,Under-saturated
12025,OCCIDENTAL AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN RAILROAD WAY S AND S ROYAL BROUGHAM WAY,day,weekday,0.018753501400560223,0.13127450980392158,7.0,170,10200,,30,Paid Parking,Edge,Under-saturated
12025,OCCIDENTAL AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,OCCIDENTAL AVE S,OCCIDENTAL AVE S BETWEEN RAILROAD WAY S AND S ROYAL BROUGHAM WAY,day,weekend,0.10263798701298701,0.7184659090909091,7.0,16,575,,30,Paid Parking,Edge,Under-saturated
12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,day,weekday,0.1806875,0.72275,4.0,200,11965,,120,Paid Parking,Retail,Under-saturated
12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,day,weekend,0.32583333333333336,1.3166666666666667,4.0,50,3000,,120,Paid Parking,Retail,Under-saturated
12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,night,weekday,0.34786324786324785,1.3914529914529914,4.0,39,2312,,120,Paid Parking,Retail,Under-saturated
12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,night,weekend,0.46375,1.9466666666666665,4.0,10,600,,120,Paid Parking,Retail,Under-saturated
12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,day,weekday,0.5623177083333334,2.965625,5.0,128,7208,,120,Paid Parking,Retail,Under-saturated
12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,day,weekend,0.6924666666666667,3.6673333333333336,5.0,50,3000,,120,Paid Parking,Retail,Under-saturated
12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,night,weekday,0.11433333333333333,0.5716666666666667,5.0,20,1198,,120,Paid Parking,Retail,Under-saturated
12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,night,weekend,0.7423333333333333,4.016666666666667,5.0,10,600,,120,Paid Parking,Retail,Optimal
12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,day,weekday,0.5155361757105943,2.0990956072351423,4.0,129,7209,,120,Paid Parking,Retail,Under-saturated
12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,day,weekend,0.5088333333333334,2.064,4.0,50,3000,,120,Paid Parking,Retail,Under-saturated
12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,night,weekday,0.19541666666666666,0.7816666666666666,4.0,20,1174,,120,Paid Parking,Retail,Under-saturated
12043,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,night,weekend,0.45125000000000004,1.8283333333333336,4.0,10,600,,120,Paid Parking,Retail,Under-saturated
12044,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,day,weekday,0.362995337995338,1.456876456876457,4.0,143,8403,,120,Paid Parking,Retail,Under-saturated
12044,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,day,weekend,0.34308333333333335,1.392,4.0,50,3000,,120,Paid Parking,Retail,Under-saturated
12044,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,night,weekday,0.23899122807017545,0.9559649122807018,4.0,20,1159,,120,Paid Parking,Retail,Under-saturated
12044,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,OLIVE WAY,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,night,weekend,0.4945833333333334,2.0016666666666665,4.0,10,600,,120,Paid Parking,Retail,Under-saturated
12045,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,OLIVE WAY,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,day,weekday,0.5266200466200467,2.657109557109557,5.0,143,8403,,120,Paid Parking,Retail,Under-saturated
12045,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,OLIVE WAY,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,day,weekend,0.32506666666666667,1.6253333333333333,5.0,50,3000,,120,Paid Parking,Retail,Under-saturated
12045,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,OLIVE WAY,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,night,weekday,0.2785,1.3925,5.0,20,1144,,120,Paid Parking,Retail,Under-saturated
12045,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,OLIVE WAY,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,night,weekend,0.37233333333333335,1.8616666666666668,5.0,10,600,,120,Paid Parking,Retail,Under-saturated
12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,day,weekday,0.5232569444444445,1.0961041666666667,2.0,200,23930,,120,Paid Parking,Retail,Under-saturated
12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,day,weekend,0.5651111111111111,1.1593333333333333,2.0,50,6000,,120,Paid Parking,Retail,Under-saturated
12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,night,weekday,0.5782700421940928,1.1966244725738397,3.0,40,4563,,120,Paid Parking,Retail,Under-saturated
12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,PIKE ST,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,night,weekend,0.6763888888888889,1.5266666666666666,2.0,10,1200,,120,Paid Parking,Retail,Under-saturated
12211,PINE ST BETWEEN PIKE PL AND POST AL,PINE ST,PINE ST BETWEEN PIKE PL AND POST AL,day,weekday,0.7428876325895469,1.9034548231901438,2.0,181,10454,,120,Paid Parking,Waterfront,Optimal
12211,PINE ST BETWEEN PIKE PL AND POST AL,PINE ST,PINE ST BETWEEN PIKE PL AND POST AL,day,weekend,0.6479166666666667,1.6113636363636366,2.0,44,2621,,120,Paid Parking,Waterfront,Under-saturated
12211,PINE ST BETWEEN PIKE PL AND POST AL,PINE ST,PINE ST BETWEEN PIKE PL AND POST AL,night,weekday,0.8587719298245614,2.354385964912281,2.0,38,2280,,120,Paid Parking,Waterfront,Over-saturated
12211,PINE ST BETWEEN PIKE PL AND POST AL,PINE ST,PINE ST BETWEEN PIKE PL AND POST AL,night,weekend,0.6216666666666667,1.7733333333333334,2.0,10,600,,120,Paid Parking,Waterfront,Under-saturated
12212,PINE ST BETWEEN POST AL AND 1ST AVE,PINE ST,PINE ST BETWEEN POST AL AND 1ST AVE,day,weekday,0.062206572769953054,0.12441314553990611,2.0,71,4053,,120,Paid Parking,Waterfront,Under-saturated
12212,PINE ST BETWEEN POST AL AND 1ST AVE,PINE ST,PINE ST BETWEEN POST AL AND 1ST AVE,day,weekend,0.04055555555555556,0.08111111111111112,2.0,30,1800,,120,Paid Parking,Waterfront,Under-saturated
12212,PINE ST BETWEEN POST AL AND 1ST AVE,PINE ST,PINE ST BETWEEN POST AL AND 1ST AVE,night,weekday,0.000462962962962963,0.000925925925925926,2.0,18,1080,,120,Paid Parking,Waterfront,Under-saturated
12212,PINE ST BETWEEN POST AL AND 1ST AVE,PINE ST,PINE ST BETWEEN POST AL AND 1ST AVE,night,weekend,0.0,0.0,2.0,6,360,,120,Paid Parking,Waterfront,Under-saturated
12253,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,POST AVE,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,day,weekday,0.5471860119047619,4.1745833333333335,7.5,200,24000,,120,Paid Parking,Edge,Under-saturated
