compkey,unitdesc,onstreet,blockface_name,period,weekpart,occupancy_rate,occupied_spaces,parking_spaces,n_hours,n_obs,paid_rate,time_limit,parking_category,paid_subarea,occupancy_class
8272,8TH AVE BETWEEN JAMES ST AND CHERRY ST,8TH AVE,8TH AVE BETWEEN JAMES ST AND CHERRY ST,night,weekend,0.0824404761904762,0.35595238095238096,8.0,10,840,,120,Restricted Parking Zone,,Under-saturated
8273,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,8TH AVE,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,day,weekday,0.0766491072673715,0.33144773610559736,6.0,190,16700,,120,Paid Parking,,Under-saturated
8273,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,8TH AVE,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,day,weekend,0.13768754464575622,0.7047919345412039,6.0,40,2994,,120,Paid Parking,,Under-saturated
8273,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,8TH AVE,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,night,weekday,0.059920634920634916,0.2702380952380952,6.0,38,3346,,120,Paid Parking,,Under-saturated
8273,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,8TH AVE,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,night,weekend,0.07388888888888889,0.44333333333333336,6.0,8,599,,120,Paid Parking,,Under-saturated
8274,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,8TH AVE,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,day,weekday,0.5901324152556449,3.1420787429448906,5.0,200,11903,,120,Paid Parking,,Under-saturated
8274,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,8TH AVE,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,day,weekend,0.37200000000000005,1.8826666666666667,5.0,50,2999,,120,Paid Parking,,Under-saturated
8274,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,8TH AVE,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,night,weekday,0.4080344632768361,2.2214223163841806,5.0,40,2377,,120,Paid Parking,,Under-saturated
8274,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,8TH AVE,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,night,weekend,0.6892655367231638,4.451271186440678,5.0,10,599,,120,Paid Parking,,Under-saturated
8275,8TH AVE BETWEEN MARION ST AND MADISON ST,8TH AVE,8TH AVE BETWEEN MARION ST AND MADISON ST,day,weekday,0.16821761060360654,0.5049861651441531,3.0,200,11869,,120,Paid Parking,,Under-saturated
8275,8TH AVE BETWEEN MARION ST AND MADISON ST,8TH AVE,8TH AVE BETWEEN MARION ST AND MADISON ST,day,weekend,0.057361111111111106,0.17208333333333334,3.0,40,2385,,120,Paid Parking,,Under-saturated
8275,8TH AVE BETWEEN MARION ST AND MADISON ST,8TH AVE,8TH AVE BETWEEN MARION ST AND MADISON ST,night,weekday,0.17250990324047016,0.5175297097214104,3.0,40,2391,,120,Paid Parking,,Under-saturated
8275,8TH AVE BETWEEN MARION ST AND MADISON ST,8TH AVE,8TH AVE BETWEEN MARION ST AND MADISON ST,night,weekend,0.12781308851224107,0.38343926553672314,3.0,8,475,,120,Paid Parking,,Under-saturated
8276,8TH AVE BETWEEN MADISON ST AND SPRING ST,8TH AVE,8TH AVE BETWEEN MADISON ST AND SPRING ST,day,weekday,0.14934024102387736,0.8960414461432642,6.0,200,11933,,120,Paid Parking,,Under-saturated
8276,8TH AVE BETWEEN MADISON ST AND SPRING ST,8TH AVE,8TH AVE BETWEEN MADISON ST AND SPRING ST,day,weekend,0.1901111111111111,1.1406666666666667,6.0,50,3000,,120,Paid Parking,,Under-saturated
8276,8TH AVE BETWEEN MADISON ST AND SPRING ST,8TH AVE,8TH AVE BETWEEN MADISON ST AND SPRING ST,night,weekday,0.2986690433749257,1.7920142602495546,6.0,40,2375,,120,Paid Parking,,Under-saturated
8276,8TH AVE BETWEEN MADISON ST AND SPRING ST,8TH AVE,8TH AVE BETWEEN MADISON ST AND SPRING ST,night,weekend,0.29027777777777775,1.7416666666666665,6.0,10,600,,120,Paid Parking,,Under-saturated
8277,8TH AVE BETWEEN SPRING ST AND SENECA ST,8TH AVE,8TH AVE BETWEEN SPRING ST AND SENECA ST,day,weekday,0.22630599379655983,0.9052239751862393,4.0,200,11942,,120,Paid Parking,,Under-saturated
8277,8TH AVE BETWEEN SPRING ST AND SENECA ST,8TH AVE,8TH AVE BETWEEN SPRING ST AND SENECA ST,day,weekend,0.242,0.9696666666666667,4.0,50,3000,,120,Paid Parking,,Under-saturated
8277,8TH AVE BETWEEN SPRING ST AND SENECA ST,8TH AVE,8TH AVE BETWEEN SPRING ST AND SENECA ST,night,weekday,0.576875,2.3758333333333335,4.0,40,2377,,120,Paid Parking,,Under-saturated
8277,8TH AVE BETWEEN SPRING ST AND SENECA ST,8TH AVE,8TH AVE BETWEEN SPRING ST AND SENECA ST,night,weekend,0.26916666666666667,1.0766666666666667,4.0,10,600,,120,Paid Parking,,Under-saturated
8509,9TH AVE BETWEEN E FIR ST AND ALDER ST,9TH AVE,9TH AVE BETWEEN E FIR ST AND ALDER ST,day,weekday,0.07510683760683759,0.45064102564102565,6.0,130,7800,,120,Restricted Parking Zone,,Under-saturated
8509,9TH AVE BETWEEN E FIR ST AND ALDER ST,9TH AVE,9TH AVE BETWEEN E FIR ST AND ALDER ST,day,weekend,0.10166666666666666,0.61,6.0,10,600,,120,Restricted Parking Zone,,Under-saturated
8509,9TH AVE BETWEEN E FIR ST AND ALDER ST,9TH AVE,9TH AVE BETWEEN E FIR ST AND ALDER ST,night,weekday,0.0892094017094017,0.5352564102564102,6.0,26,1560,,120,Restricted Parking Zone,,Under-saturated
8509,9TH AVE BETWEEN E FIR ST AND ALDER ST,9TH AVE,9TH AVE BETWEEN E FIR ST AND ALDER ST,night,weekend,0.0,0.0,6.0,2,120,,120,Restricted Parking Zone,,Under-saturated
8511,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,9TH AVE,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,day,weekday,0.1991984754515364,0.405999831561509,2.0,180,10682,,120,Paid Parking,,Under-saturated
8511,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,9TH AVE,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,day,weekend,0.3303361581920904,0.6850056497175142,2.0,50,2995,,120,Paid Parking,,Under-saturated
8511,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,9TH AVE,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,night,weekday,0.15835295040803515,0.3167059008160703,2.0,36,2148,,120,Paid Parking,,Under-saturated
8511,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,9TH AVE,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,night,weekend,0.31712643678160923,0.6342528735632185,2.0,10,598,,120,Paid Parking,,Under-saturated
8513,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9TH AVE,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,day,weekday,0.07784493104510794,0.4231176423157555,7.0,200,19125,,120,Restricted Parking Zone,,Under-saturated
8513,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9TH AVE,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,day,weekend,0.10750661375661374,0.5940740740740741,7.0,50,5400,,120,Restricted Parking Zone,,Under-saturated
8513,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9TH AVE,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,night,weekday,0.062270142431972784,0.3126488095238095,7.0,40,3836,,120,Restricted Parking Zone,,Under-saturated
8513,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9TH AVE,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,night,weekend,0.1261243386243386,0.7425925925925926,7.0,10,1080,,120,Restricted Parking Zone,,Under-saturated
8514,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,9TH AVE,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,day,weekday,0.09607749118165784,0.4776686507936508,6.0,200,21585,,120,Restricted Parking Zone,,Under-saturated
8514,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,9TH AVE,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,day,weekend,0.08108333333333333,0.36833333333333335,4.5,50,6000,,120,Restricted Parking Zone,,Under-saturated
8514,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,9TH AVE,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,night,weekday,0.05686728395061728,0.26087962962962963,6.0,40,4320,,120,Restricted Parking Zone,,Under-saturated
8514,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,9TH AVE,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,night,weekend,0.028194444444444446,0.09000000000000001,4.5,10,1200,,120,Restricted Parking Zone,,Under-saturated
8515,9TH AVE BETWEEN MARION ST AND MADISON ST,9TH AVE,9TH AVE BETWEEN MARION ST AND MADISON ST,day,weekday,0.1667081315353156,0.6797976287280895,4.0,200,23930,,120,Paid Parking,,Under-saturated
8515,9TH AVE BETWEEN MARION ST AND MADISON ST,9TH AVE,9TH AVE BETWEEN MARION ST AND MADISON ST,day,weekend,0.15773333333333334,0.6409999999999999,4.0,50,6000,,120,Paid Parking,,Under-saturated
8515,9TH AVE BETWEEN MARION ST AND MADISON ST,9TH AVE,9TH AVE BETWEEN MARION ST AND MADISON ST,night,weekday,0.2267638888888889,0.9677083333333334,4.0,40,4800,,120,Paid Parking,,Under-saturated
8515,9TH AVE BETWEEN MARION ST AND MADISON ST,9TH AVE,9TH AVE BETWEEN MARION ST AND MADISON ST,night,weekend,0.20261111111111113,0.9075,4.0,10,1200,,120,Paid Parking,,Under-saturated
8516,9TH AVE BETWEEN MADISON ST AND SPRING ST,9TH AVE,9TH AVE BETWEEN MADISON ST AND SPRING ST,day,weekday,0.18156844491313998,1.08941066947884,6.0,200,11916,,120,Paid Parking,,Under-saturated
8516,9TH AVE BETWEEN MADISON ST AND SPRING ST,9TH AVE,9TH AVE BETWEEN MADISON ST AND SPRING ST,day,weekend,0.15977777777777777,0.9586666666666666,6.0,50,3000,,120,Paid Parking,,Under-saturated
8516,9TH AVE BETWEEN MADISON ST AND SPRING ST,9TH AVE,9TH AVE BETWEEN MADISON ST AND SPRING ST,night,weekday,0.33541132478632474,2.0124679487179487,6.0,40,2382,,120,Paid Parking,,Under-saturated
8516,9TH AVE BETWEEN MADISON ST AND SPRING ST,9TH AVE,9TH AVE BETWEEN MADISON ST AND SPRING ST,night,weekend,0.40527777777777774,2.4316666666666666,6.0,10,600,,120,Paid Parking,,Under-saturated
8517,9TH AVE BETWEEN SPRING ST AND SENECA ST,9TH AVE,9TH AVE BETWEEN SPRING ST AND SENECA ST,day,weekday,0.20102615555884187,1.2061569333530513,6.0,200,11908,,120,Paid Parking,,Under-saturated
8517,9TH AVE BETWEEN SPRING ST AND SENECA ST,9TH AVE,9TH AVE BETWEEN SPRING ST AND SENECA ST,day,weekend,0.1241111111111111,0.7446666666666667,6.0,50,3000,,120,Paid Parking,,Under-saturated
8517,9TH AVE BETWEEN SPRING ST AND SENECA ST,9TH AVE,9TH AVE BETWEEN SPRING ST AND SENECA ST,night,weekday,0.2731127450980392,1.6386764705882353,6.0,40,2391,,120,Paid Parking,,Under-saturated
8517,9TH AVE BETWEEN SPRING ST AND SENECA ST,9TH AVE,9TH AVE BETWEEN SPRING ST AND SENECA ST,night,weekend,0.3352777777777778,2.0116666666666667,6.0,10,600,,120,Paid Parking,,Under-saturated
8518,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,9TH AVE,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,day,weekday,0.23853938585028364,0.9541575434011346,4.0,200,11913,,120,Paid Parking,,Under-saturated
8518,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,9TH AVE,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,day,weekend,0.2,0.8,4.0,50,3000,,120,Paid Parking,,Under-saturated
8518,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,9TH AVE,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,night,weekday,0.31443272501308217,1.271064233385662,4.0,40,2381,,120,Paid Parking,,Under-saturated
8518,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,9TH AVE,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,night,weekend,0.54125,2.165,4.0,10,600,,120,Paid Parking,,Under-saturated
8521,9TH AVE BETWEEN PINE ST AND OLIVE WAY,9TH AVE,9TH AVE BETWEEN PINE ST AND OLIVE WAY,day,weekday,0.2193144257703081,1.535200980392157,7.0,200,11974,,120,Paid Parking,Retail,Under-saturated
8521,9TH AVE BETWEEN PINE ST AND OLIVE WAY,9TH AVE,9TH AVE BETWEEN PINE ST AND OLIVE WAY,day,weekend,0.2813333333333333,1.9693333333333334,7.0,50,3000,,120,Paid Parking,Retail,Under-saturated
8521,9TH AVE BETWEEN PINE ST AND OLIVE WAY,9TH AVE,9TH AVE BETWEEN PINE ST AND OLIVE WAY,night,weekday,0.3793233082706767,2.6653508771929824,7.0,38,2280,,120,Paid Parking,Retail,Under-saturated
8521,9TH AVE BETWEEN PINE ST AND OLIVE WAY,9TH AVE,9TH AVE BETWEEN PINE ST AND OLIVE WAY,night,weekend,0.5614285714285714,3.956666666666667,7.0,10,600,,120,Paid Parking,Retail,Under-saturated
8721,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,ALASKAN WAY,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,day,weekday,0.59178125,4.943458333333334,8.0,200,11964,,120,Paid Parking,Waterfront,Under-saturated
8721,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,ALASKAN WAY,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,day,weekend,0.7735,6.622333333333334,8.0,50,3000,,120,Paid Parking,Waterfront,Optimal
8721,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,ALASKAN WAY,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,night,weekday,0.6104714912280702,5.0324561403508765,8.0,38,2280,,120,Paid Parking,Waterfront,Under-saturated
8721,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,ALASKAN WAY,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,night,weekend,0.745625,6.076666666666666,8.0,10,600,,120,Paid Parking,Waterfront,Optimal
8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,day,weekday,0.6604166666666668,2.9076666666666666,4.0,200,11964,,120,Paid Parking,Waterfront,Under-saturated
8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,day,weekend,0.82975,3.953333333333333,4.0,50,3000,,120,Paid Parking,Waterfront,Optimal
8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,night,weekday,0.4791666666666667,1.9533333333333331,4.0,40,2284,,120,Paid Parking,Waterfront,Under-saturated
8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,night,weekend,0.7095833333333333,2.965,4.0,10,600,,120,Paid Parking,Waterfront,Optimal
8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ALASKAN WAY,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,day,weekday,0.5966277777777778,3.6351,6.0,200,11965,,120,Paid Parking,Waterfront,Under-saturated
8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ALASKAN WAY,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,day,weekend,0.7388888888888888,4.526,6.0,50,3000,,120,Paid Parking,Waterfront,Optimal
8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ALASKAN WAY,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,night,weekday,0.4878205128205128,2.9294871794871793,6.0,39,2281,,120,Paid Parking,Waterfront,Under-saturated
8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ALASKAN WAY,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,night,weekend,0.5666666666666667,3.4333333333333336,6.0,10,600,,120,Paid Parking,Waterfront,Under-saturated
8727,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,ALASKAN WAY,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,day,weekday,0.00671875,0.1075,16.0,20,1200,,120,Paid Parking,South,Under-saturated
8727,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,ALASKAN WAY,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,day,weekend,0.007916666666666666,0.12666666666666665,16.0,20,1200,,120,Paid Parking,South,Under-saturated
8727,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,ALASKAN WAY,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,night,weekday,0.005208333333333333,0.08333333333333333,16.0,4,240,,120,Paid Parking,South,Under-saturated
8727,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,ALASKAN WAY,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,night,weekend,0.0,0.0,16.0,4,240,,120,Paid Parking,South,Under-saturated
8728,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,ALASKAN WAY,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,day,weekday,0.015512820512820514,0.20166666666666666,13.0,20,1200,,120,Paid Parking,South,Under-saturated
8728,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,ALASKAN WAY,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,night,weekday,0.0,0.0,13.0,4,240,,120,Paid Parking,South,Under-saturated
8729,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,ALASKAN WAY,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,day,weekday,0.0336875,0.4017708333333333,13.0,160,9600,,120,Paid Parking,South,Under-saturated
8729,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,ALASKAN WAY,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,day,weekend,0.04132307692307692,0.5206666666666667,13.0,50,3000,,120,Paid Parking,South,Under-saturated
8729,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,ALASKAN WAY,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,night,weekday,0.050368589743589744,0.6322916666666667,13.0,32,1920,,120,Paid Parking,South,Under-saturated
8729,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,ALASKAN WAY,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,night,weekend,0.09782051282051282,1.2716666666666667,13.0,10,600,,120,Paid Parking,South,Under-saturated
8730,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,ALASKAN WAY,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,day,weekday,0.4479914147864339,4.032839399744572,9.0,200,11850,,240,Paid Parking,North,Under-saturated
8730,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,ALASKAN WAY,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,day,weekend,0.622,5.812666666666667,9.0,50,3000,,240,Paid Parking,North,Under-saturated
8730,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,ALASKAN WAY,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,night,weekday,0.5731911375661376,5.182470238095238,9.0,40,2340,,240,Paid Parking,North,Under-saturated
8730,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,ALASKAN WAY,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,night,weekend,0.6935185185185185,6.2716666666666665,9.0,10,600,,240,Paid Parking,North,Under-saturated
8731,ALASKAN WAY BETWEEN WALL ST AND VINE ST,ALASKAN WAY,ALASKAN WAY BETWEEN WALL ST AND VINE ST,day,weekday,0.06556996673530202,0.3934198004118122,6.0,170,10054,,240,Paid Parking,North,Under-saturated
8731,ALASKAN WAY BETWEEN WALL ST AND VINE ST,ALASKAN WAY,ALASKAN WAY BETWEEN WALL ST AND VINE ST,day,weekend,0.10439522046886161,0.6263713228131698,6.0,50,2984,,240,Paid Parking,North,Under-saturated
8731,ALASKAN WAY BETWEEN WALL ST AND VINE ST,ALASKAN WAY,ALASKAN WAY BETWEEN WALL ST AND VINE ST,night,weekday,0.07437374235664208,0.44624245413985253,6.0,34,2006,,240,Paid Parking,North,Under-saturated
8731,ALASKAN WAY BETWEEN WALL ST AND VINE ST,ALASKAN WAY,ALASKAN WAY BETWEEN WALL ST AND VINE ST,night,weekend,0.175,1.05,6.0,10,599,,240,Paid Parking,North,Under-saturated
8732,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,day,weekday,0.09532628024007334,1.2392416431209534,13.0,180,10668,,240,Paid Parking,North,Under-saturated
8732,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,day,weekend,0.09002564102564102,1.1703333333333332,13.0,50,3000,,240,Paid Parking,North,Under-saturated
8732,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,night,weekday,0.11976864132036548,1.556992337164751,13.0,36,2099,,240,Paid Parking,North,Under-saturated
8732,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,night,weekend,0.14743589743589744,1.9166666666666665,13.0,10,600,,240,Paid Parking,North,Under-saturated
8733,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,ALASKAN WAY,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,day,weekday,0.7876457275364201,4.525553190683378,5.0,200,11840,,240,Paid Parking,North,Optimal
8733,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,ALASKAN WAY,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,day,weekend,0.7449888888888888,4.392666666666667,5.0,50,3000,,240,Paid Parking,North,Optimal
8733,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,ALASKAN WAY,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,night,weekday,0.7288993055555555,4.101927083333333,5.0,40,2337,,240,Paid Parking,North,Optimal
8733,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,ALASKAN WAY,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,night,weekend,0.7228888888888889,3.913333333333333,5.0,10,600,,240,Paid Parking,North,Optimal
8746,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,day,weekday,0.2489444444444444,1.494,6.0,200,11965,,120,Paid Parking,Waterfront,Under-saturated
8746,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,day,weekend,0.38922222222222225,2.3476666666666666,6.0,50,3000,,120,Paid Parking,Waterfront,Under-saturated
8746,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,night,weekday,0.3759722222222222,2.2558333333333334,6.0,40,2282,,120,Paid Parking,Waterfront,Under-saturated
8746,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,night,weekend,0.5241666666666667,3.145,6.0,10,600,,120,Paid Parking,Waterfront,Under-saturated
8747,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,day,weekday,0.5325479166666667,4.2658,8.0,200,11965,,120,Paid Parking,Waterfront,Under-saturated
8747,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,day,weekend,0.6065833333333334,4.882666666666666,8.0,50,3000,,120,Paid Parking,Waterfront,Under-saturated
8747,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,night,weekday,0.5831770833333334,4.665416666666667,8.0,40,2283,,120,Paid Parking,Waterfront,Under-saturated
8747,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,night,weekend,0.6264583333333333,5.011666666666667,8.0,10,600,,120,Paid Parking,Waterfront,Under-saturated
8753,ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,day,weekday,0.48641666666666666,1.05375,2.0,200,12000,,120,Paid Parking,Edge,Under-saturated
8753,ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,day,weekend,0.6951666666666667,1.7643333333333333,2.0,50,3000,,120,Paid Parking,Edge,Under-saturated
8754,ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,day,weekday,0.1575,0.6309259259259259,4.0,180,10800,,120,Paid Parking,Edge,Under-saturated
8754,ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,day,weekend,0.22774999999999998,0.9109999999999999,4.0,50,3000,,120,Paid Parking,Edge,Under-saturated
8756,ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,day,weekday,0.6143300653594772,3.732941176470588,6.0,170,10200,,120,Paid Parking,Edge,Under-saturated
8756,ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,day,weekend,0.37611111111111106,2.3133333333333335,6.0,50,3000,,120,Paid Parking,Edge,Under-saturated
8778,ALDER ST BETWEEN DEAD END AND 9TH AVE,ALDER ST,ALDER ST BETWEEN DEAD END AND 9TH AVE,day,weekday,0.050026442307692306,0.40021153846153845,8.0,200,11984,,120,Paid Parking,,Under-saturated
8778,ALDER ST BETWEEN DEAD END AND 9TH AVE,ALDER ST,ALDER ST BETWEEN DEAD END AND 9TH AVE,day,weekend,0.060375,0.483,8.0,50,3000,,120,Paid Parking,,Under-saturated
8778,ALDER ST BETWEEN DEAD END AND 9TH AVE,ALDER ST,ALDER ST BETWEEN DEAD END AND 9TH AVE,night,weekday,0.09432792467948717,0.7546233974358973,8.0,40,2380,,120,Paid Parking,,Under-saturated
8778,ALDER ST BETWEEN DEAD END AND 9TH AVE,ALDER ST,ALDER ST BETWEEN DEAD END AND 9TH AVE,night,weekend,0.09166666666666666,0.7333333333333333,8.0,10,600,,120,Paid Parking,,Under-saturated
