cluster,weekday_day,weekday_night,weekend_day,weekend_night,overall_mean,cluster_label
0,0.30713844245504507,0.3304874937620555,0.3348100551804583,0.4841417218914068,0.3641444283222414,Night/weekend intensive streets
1,0.12768774040435643,0.12152309008383745,0.10524005151426223,0.1479641148967739,0.1256037492248075,Consistently low occupancy streets
2,0.5101709693261478,0.553342274775624,0.5814773021938101,0.6928595483221897,0.584462523654443,Consistently high occupancy streets
